Sequence,Txn_ID,Mode,Family,Moment,Quick_Add,Semantic_Type,Txn_Date,Txn_Time,Timestamp,Amount,Currency,Expected_Signed_Amount,Paid_By,Participant_Count,Split_Method,Description,Device_Target,Run_Batch,Backend_Load_Band,Expected_Status,Idempotency_Key,Platform,catalog_moment_id,catalog_moment_type,catalog_quick_add,catalog_id,catalog_status,tile_maestro_id,amount_maestro_id,note_maestro_id,submit_maestro_id,split_maestro_id,category_value,correlation_note,join_status,join_notes
2,MTR-APK-0002,Group,Shared Experience,Trip,Travel,Expense,2026-06-16,03:13:25,2026-06-16 03:13:25,24638.31,INR,-24638.31,APK Owner,3,EQUAL,MAESTRO-APK-GROUP-TRIP-0002 | Travel | 24638.31,Android,B01,BASELINE_1_500,CREATED,idem-20260902-apk-0002,android,G01,TRIP,Expense,G01:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.equal,Travel,MAESTRO-APK-GROUP-TRIP-0002 | Travel | 24638.31,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
128,MTR-APK-0128,Group,Shared Living,Flatmates,Internet,Expense,2026-03-22,12:09:27,2026-03-22 12:09:27,28337.8,INR,-28337.8,APK Owner,3,EXACT,MAESTRO-APK-GROUP-FLATMATES-0128 | Internet | 28337.80,Android,B03,BASELINE_1_500,CREATED,idem-20260902-apk-0128,android,G09,FLATMATES,Expense,G09:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.exact,Internet,MAESTRO-APK-GROUP-FLATMATES-0128 | Internet | 28337.80,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
131,MTR-APK-0131,Group,Shared Living,Flatmates,House Supplies,Expense,2025-11-01,23:19:44,2025-11-01 23:19:44,5644.1,INR,-5644.1,APK Aarav,3,SHARES,MAESTRO-APK-GROUP-FLATMATES-0131 | House Supplies | 5644.10,Android,B03,BASELINE_1_500,CREATED,idem-20260902-apk-0131,android,G09,FLATMATES,Expense,G09:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.shares,House Supplies,MAESTRO-APK-GROUP-FLATMATES-0131 | House Supplies | 5644.10,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
134,MTR-APK-0134,Group,Shared Living,Flatmates,Repairs,Expense,2026-02-06,22:44:02,2026-02-06 22:44:02,1387.83,INR,-1387.83,APK Meera,3,EQUAL,MAESTRO-APK-GROUP-FLATMATES-0134 | Repairs | 1387.83,Android,B03,BASELINE_1_500,CREATED,idem-20260902-apk-0134,android,G09,FLATMATES,Expense,G09:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.equal,Repairs,MAESTRO-APK-GROUP-FLATMATES-0134 | Repairs | 1387.83,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
137,MTR-APK-0137,Group,Shared Living,Shared Living,Rent,Expense,2026-05-07,18:44:15,2026-05-07 18:44:15,12078.58,INR,-12078.58,APK Owner,3,PERCENTAGE,MAESTRO-APK-GROUP-SHARED_LIVING-0137 | Rent | 12078.58,Android,B03,BASELINE_1_500,CREATED,idem-20260902-apk-0137,android,G11,CO_LIVING,Expense,G11:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.percentage,Rent,MAESTRO-APK-GROUP-SHARED_LIVING-0137 | Rent | 12078.58,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
140,MTR-APK-0140,Group,Shared Living,Shared Living,Utilities,Expense,2025-09-19,17:57:00,2025-09-19 17:57:00,17855.15,INR,-17855.15,APK Aarav,3,EXACT,MAESTRO-APK-GROUP-SHARED_LIVING-0140 | Utilities | 17855.15,Android,B03,BASELINE_1_500,CREATED,idem-20260902-apk-0140,android,G11,CO_LIVING,Expense,G11:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.exact,Utilities,MAESTRO-APK-GROUP-SHARED_LIVING-0140 | Utilities | 17855.15,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
143,MTR-APK-0143,Group,Shared Living,Shared Living,Groceries,Expense,2026-04-21,01:38:08,2026-04-21 01:38:08,26763.12,INR,-26763.12,APK Meera,3,SHARES,MAESTRO-APK-GROUP-SHARED_LIVING-0143 | Groceries | 26763.12,Android,B03,BASELINE_1_500,CREATED,idem-20260902-apk-0143,android,G11,CO_LIVING,Expense,G11:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.shares,Groceries,MAESTRO-APK-GROUP-SHARED_LIVING-0143 | Groceries | 26763.12,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
146,MTR-APK-0146,Group,Shared Living,Shared Living,Maintenance,Expense,2026-01-15,13:48:28,2026-01-15 13:48:28,3337.42,INR,-3337.42,APK Owner,3,EQUAL,MAESTRO-APK-GROUP-SHARED_LIVING-0146 | Maintenance | 3337.42,Android,B03,BASELINE_1_500,CREATED,idem-20260902-apk-0146,android,G11,CO_LIVING,Expense,G11:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.equal,Maintenance,MAESTRO-APK-GROUP-SHARED_LIVING-0146 | Maintenance | 3337.42,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
149,MTR-APK-0149,Group,Shared Living,Shared Living,Other,Expense,2026-08-12,03:54:12,2026-08-12 03:54:12,4912.7,INR,-4912.7,APK Aarav,3,PERCENTAGE,MAESTRO-APK-GROUP-SHARED_LIVING-0149 | Other | 4912.70,Android,B03,BASELINE_1_500,CREATED,idem-20260902-apk-0149,android,G11,CO_LIVING,Expense,G11:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.percentage,Other,MAESTRO-APK-GROUP-SHARED_LIVING-0149 | Other | 4912.70,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
152,MTR-APK-0152,Group,Shared Living,Family Household,Rent,Expense,2026-03-27,07:22:27,2026-03-27 07:22:27,1764.68,INR,-1764.68,APK Meera,3,EXACT,MAESTRO-APK-GROUP-FAMILY_HOUSEHOLD-0152 | Rent | 1764.68,Android,B04,BASELINE_1_500,CREATED,idem-20260902-apk-0152,android,G10,FAMILY_HOUSEHOLD,Expense,G10:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.exact,Rent,MAESTRO-APK-GROUP-FAMILY_HOUSEHOLD-0152 | Rent | 1764.68,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
155,MTR-APK-0155,Group,Shared Living,Family Household,Groceries,Expense,2026-06-01,03:59:15,2026-06-01 03:59:15,22918.3,INR,-22918.3,APK Owner,3,SHARES,MAESTRO-APK-GROUP-FAMILY_HOUSEHOLD-0155 | Groceries | 22918.30,Android,B04,BASELINE_1_500,CREATED,idem-20260902-apk-0155,android,G10,FAMILY_HOUSEHOLD,Expense,G10:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.shares,Groceries,MAESTRO-APK-GROUP-FAMILY_HOUSEHOLD-0155 | Groceries | 22918.30,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
158,MTR-APK-0158,Group,Shared Living,Family Household,Transport,Expense,2026-01-29,09:33:03,2026-01-29 09:33:03,18255.55,INR,-18255.55,APK Aarav,3,EQUAL,MAESTRO-APK-GROUP-FAMILY_HOUSEHOLD-0158 | Transport | 18255.55,Android,B04,BASELINE_1_500,CREATED,idem-20260902-apk-0158,android,G10,FAMILY_HOUSEHOLD,Expense,G10:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.equal,Transport,MAESTRO-APK-GROUP-FAMILY_HOUSEHOLD-0158 | Transport | 18255.55,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
161,MTR-APK-0161,Group,Shared Living,Family Household,Bills,Expense,2026-02-23,18:24:29,2026-02-23 18:24:29,3039.02,INR,-3039.02,APK Meera,3,PERCENTAGE,MAESTRO-APK-GROUP-FAMILY_HOUSEHOLD-0161 | Bills | 3039.02,Android,B04,BASELINE_1_500,CREATED,idem-20260902-apk-0161,android,G10,FAMILY_HOUSEHOLD,Expense,G10:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.percentage,Bills,MAESTRO-APK-GROUP-FAMILY_HOUSEHOLD-0161 | Bills | 3039.02,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
164,MTR-APK-0164,Group,Shared Living,Family Household,Utilities,Expense,2026-02-01,00:50:16,2026-02-01 00:50:16,9988.67,INR,-9988.67,APK Owner,3,EXACT,MAESTRO-APK-GROUP-FAMILY_HOUSEHOLD-0164 | Utilities | 9988.67,Android,B04,BASELINE_1_500,CREATED,idem-20260902-apk-0164,android,G10,FAMILY_HOUSEHOLD,Expense,G10:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.exact,Utilities,MAESTRO-APK-GROUP-FAMILY_HOUSEHOLD-0164 | Utilities | 9988.67,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
167,MTR-APK-0167,Group,Shared Living,Family Household,Healthcare,Expense,2025-10-14,16:43:23,2025-10-14 16:43:23,29675.74,INR,-29675.74,APK Aarav,3,SHARES,MAESTRO-APK-GROUP-FAMILY_HOUSEHOLD-0167 | Healthcare | 29675.74,Android,B04,BASELINE_1_500,CREATED,idem-20260902-apk-0167,android,G10,FAMILY_HOUSEHOLD,Expense,G10:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.shares,Healthcare,MAESTRO-APK-GROUP-FAMILY_HOUSEHOLD-0167 | Healthcare | 29675.74,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
170,MTR-APK-0170,Group,Shared Living,Custom Living,Custom Expense,Expense,2026-03-31,02:23:00,2026-03-31 02:23:00,9498.77,INR,-9498.77,APK Meera,3,EQUAL,MAESTRO-APK-GROUP-CUSTOM_LIVING-0170 | Custom Expense | 9498.77,Android,B04,BASELINE_1_500,CREATED,idem-20260902-apk-0170,android,G12,COMMUNITY_LIVING,Expense,G12:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.equal,Custom Expense,MAESTRO-APK-GROUP-CUSTOM_LIVING-0170 | Custom Expense | 9498.77,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
173,MTR-APK-0173,Group,Shared Living,Custom Living,Custom Contribution,Contribution,2026-04-28,18:44:41,2026-04-28 18:44:41,4404.63,INR,4404.63,APK Owner,3,PERCENTAGE,MAESTRO-APK-GROUP-CUSTOM_LIVING-0173 | Custom Contribution | 4404.63,Android,B04,BASELINE_1_500,CREATED,idem-20260902-apk-0173,android,G12,COMMUNITY_LIVING,Contribute,G12:Contribute,,qa.tile.contribute,group.contribute.amount,group.contribute.note,group.contribute.submit,group.expense.split.percentage,Custom Contribution,MAESTRO-APK-GROUP-CUSTOM_LIVING-0173 | Custom Contribution | 4404.63,SKIP_CAPABILITY_GAP,Custom Living hub has no Contribution tile (same as Family Household)
176,MTR-APK-0176,Group,Shared Experience,Trip,Travel,Expense,2026-05-14,17:45:45,2026-05-14 17:45:45,20176.17,INR,-20176.17,APK Aarav,3,EXACT,MAESTRO-APK-GROUP-TRIP-0176 | Travel | 20176.17,Android,B04,BASELINE_1_500,CREATED,idem-20260902-apk-0176,android,G01,TRIP,Expense,G01:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.exact,Travel,MAESTRO-APK-GROUP-TRIP-0176 | Travel | 20176.17,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
179,MTR-APK-0179,Group,Shared Experience,Trip,Stay,Expense,2026-06-12,07:06:38,2026-06-12 07:06:38,8883.96,INR,-8883.96,APK Meera,3,SHARES,MAESTRO-APK-GROUP-TRIP-0179 | Stay | 8883.96,Android,B04,BASELINE_1_500,CREATED,idem-20260902-apk-0179,android,G01,TRIP,Expense,G01:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.shares,Stay,MAESTRO-APK-GROUP-TRIP-0179 | Stay | 8883.96,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
182,MTR-APK-0182,Group,Shared Experience,Trip,Food,Expense,2025-11-12,19:23:46,2025-11-12 19:23:46,19237.09,INR,-19237.09,APK Owner,3,EQUAL,MAESTRO-APK-GROUP-TRIP-0182 | Food | 19237.09,Android,B04,BASELINE_1_500,CREATED,idem-20260902-apk-0182,android,G01,TRIP,Expense,G01:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.equal,Food,MAESTRO-APK-GROUP-TRIP-0182 | Food | 19237.09,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
185,MTR-APK-0185,Group,Shared Experience,Trip,Local Transport,Expense,2025-09-12,15:46:17,2025-09-12 15:46:17,10000.0,INR,-10000.0,APK Aarav,3,PERCENTAGE,MAESTRO-APK-GROUP-TRIP-0185 | Local Transport | 10000.00,Android,B04,BASELINE_1_500,CREATED,idem-20260902-apk-0185,android,G01,TRIP,Expense,G01:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.percentage,Local Transport,MAESTRO-APK-GROUP-TRIP-0185 | Local Transport | 10000.00,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
188,MTR-APK-0188,Group,Shared Experience,Trip,Activities,Expense,2025-09-08,15:15:52,2025-09-08 15:15:52,29835.6,INR,-29835.6,APK Meera,3,EXACT,MAESTRO-APK-GROUP-TRIP-0188 | Activities | 29835.60,Android,B04,BASELINE_1_500,CREATED,idem-20260902-apk-0188,android,G01,TRIP,Expense,G01:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.exact,Activities,MAESTRO-APK-GROUP-TRIP-0188 | Activities | 29835.60,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
191,MTR-APK-0191,Group,Shared Experience,Trip,Shopping,Expense,2025-11-26,01:44:26,2025-11-26 01:44:26,23824.08,INR,-23824.08,APK Owner,3,SHARES,MAESTRO-APK-GROUP-TRIP-0191 | Shopping | 23824.08,Android,B04,BASELINE_1_500,CREATED,idem-20260902-apk-0191,android,G01,TRIP,Expense,G01:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.shares,Shopping,MAESTRO-APK-GROUP-TRIP-0191 | Shopping | 23824.08,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
194,MTR-APK-0194,Group,Shared Experience,Trip,Other,Expense,2026-05-03,09:39:45,2026-05-03 09:39:45,28490.95,INR,-28490.95,APK Aarav,3,EQUAL,MAESTRO-APK-GROUP-TRIP-0194 | Other | 28490.95,Android,B04,BASELINE_1_500,CREATED,idem-20260902-apk-0194,android,G01,TRIP,Expense,G01:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.equal,Other,MAESTRO-APK-GROUP-TRIP-0194 | Other | 28490.95,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
197,MTR-APK-0197,Group,Shared Experience,Wedding,Venue,Expense,2025-09-11,12:44:44,2025-09-11 12:44:44,7998.12,INR,-7998.12,APK Meera,3,PERCENTAGE,MAESTRO-APK-GROUP-WEDDING-0197 | Venue | 7998.12,Android,B04,BASELINE_1_500,CREATED,idem-20260902-apk-0197,android,G02,WEDDING,Expense,G02:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.percentage,Venue,MAESTRO-APK-GROUP-WEDDING-0197 | Venue | 7998.12,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
200,MTR-APK-0200,Group,Shared Experience,Wedding,Catering,Expense,2026-06-30,21:21:01,2026-06-30 21:21:01,5049.96,INR,-5049.96,APK Owner,3,EXACT,MAESTRO-APK-GROUP-WEDDING-0200 | Catering | 5049.96,Android,B04,BASELINE_1_500,CREATED,idem-20260902-apk-0200,android,G02,WEDDING,Expense,G02:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.exact,Catering,MAESTRO-APK-GROUP-WEDDING-0200 | Catering | 5049.96,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
203,MTR-APK-0203,Group,Shared Experience,Wedding,Decor,Expense,2026-07-11,17:07:55,2026-07-11 17:07:55,9303.58,INR,-9303.58,APK Aarav,3,SHARES,MAESTRO-APK-GROUP-WEDDING-0203 | Decor | 9303.58,Android,B05,BASELINE_1_500,CREATED,idem-20260902-apk-0203,android,G02,WEDDING,Expense,G02:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.shares,Decor,MAESTRO-APK-GROUP-WEDDING-0203 | Decor | 9303.58,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
206,MTR-APK-0206,Group,Shared Experience,Wedding,Travel,Expense,2025-12-09,21:16:22,2025-12-09 21:16:22,7342.33,INR,-7342.33,APK Meera,3,EQUAL,MAESTRO-APK-GROUP-WEDDING-0206 | Travel | 7342.33,Android,B05,BASELINE_1_500,CREATED,idem-20260902-apk-0206,android,G02,WEDDING,Expense,G02:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.equal,Travel,MAESTRO-APK-GROUP-WEDDING-0206 | Travel | 7342.33,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
209,MTR-APK-0209,Group,Shared Experience,Wedding,Gifts,Expense,2026-08-22,04:12:01,2026-08-22 04:12:01,23392.53,INR,-23392.53,APK Owner,3,PERCENTAGE,MAESTRO-APK-GROUP-WEDDING-0209 | Gifts | 23392.53,Android,B05,BASELINE_1_500,CREATED,idem-20260902-apk-0209,android,G02,WEDDING,Expense,G02:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.percentage,Gifts,MAESTRO-APK-GROUP-WEDDING-0209 | Gifts | 23392.53,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
212,MTR-APK-0212,Group,Shared Experience,Wedding,Photography,Expense,2026-07-20,23:15:06,2026-07-20 23:15:06,23682.09,INR,-23682.09,APK Aarav,3,EXACT,MAESTRO-APK-GROUP-WEDDING-0212 | Photography | 23682.09,Android,B05,BASELINE_1_500,CREATED,idem-20260902-apk-0212,android,G02,WEDDING,Expense,G02:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.exact,Photography,MAESTRO-APK-GROUP-WEDDING-0212 | Photography | 23682.09,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
215,MTR-APK-0215,Group,Shared Experience,Wedding,Other,Expense,2026-05-08,01:19:47,2026-05-08 01:19:47,24201.5,INR,-24201.5,APK Meera,3,SHARES,MAESTRO-APK-GROUP-WEDDING-0215 | Other | 24201.50,Android,B05,BASELINE_1_500,CREATED,idem-20260902-apk-0215,android,G02,WEDDING,Expense,G02:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.shares,Other,MAESTRO-APK-GROUP-WEDDING-0215 | Other | 24201.50,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
218,MTR-APK-0218,Group,Shared Experience,Office Outing,Food,Expense,2026-08-04,21:32:47,2026-08-04 21:32:47,8492.72,INR,-8492.72,APK Owner,3,EQUAL,MAESTRO-APK-GROUP-OFFICE_OUTING-0218 | Food | 8492.72,Android,B05,BASELINE_1_500,CREATED,idem-20260902-apk-0218,android,G04,OFFICE_OUTING,Expense,G04:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.equal,Food,MAESTRO-APK-GROUP-OFFICE_OUTING-0218 | Food | 8492.72,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
221,MTR-APK-0221,Group,Shared Experience,Office Outing,Travel,Expense,2026-03-07,22:13:03,2026-03-07 22:13:03,19293.47,INR,-19293.47,APK Aarav,3,PERCENTAGE,MAESTRO-APK-GROUP-OFFICE_OUTING-0221 | Travel | 19293.47,Android,B05,BASELINE_1_500,CREATED,idem-20260902-apk-0221,android,G04,OFFICE_OUTING,Expense,G04:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.percentage,Travel,MAESTRO-APK-GROUP-OFFICE_OUTING-0221 | Travel | 19293.47,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
224,MTR-APK-0224,Group,Shared Experience,Office Outing,Activities,Expense,2026-08-22,22:43:23,2026-08-22 22:43:23,694.0,INR,-694.0,APK Meera,3,EXACT,MAESTRO-APK-GROUP-OFFICE_OUTING-0224 | Activities | 694.00,Android,B05,BASELINE_1_500,CREATED,idem-20260902-apk-0224,android,G04,OFFICE_OUTING,Expense,G04:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.exact,Activities,MAESTRO-APK-GROUP-OFFICE_OUTING-0224 | Activities | 694.00,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
227,MTR-APK-0227,Group,Shared Experience,Office Outing,Venue,Expense,2026-07-27,17:11:47,2026-07-27 17:11:47,4397.71,INR,-4397.71,APK Owner,3,SHARES,MAESTRO-APK-GROUP-OFFICE_OUTING-0227 | Venue | 4397.71,Android,B05,BASELINE_1_500,CREATED,idem-20260902-apk-0227,android,G04,OFFICE_OUTING,Expense,G04:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.shares,Venue,MAESTRO-APK-GROUP-OFFICE_OUTING-0227 | Venue | 4397.71,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
230,MTR-APK-0230,Group,Shared Experience,Office Outing,Other,Expense,2025-11-28,04:27:28,2025-11-28 04:27:28,12922.71,INR,-12922.71,APK Aarav,3,EQUAL,MAESTRO-APK-GROUP-OFFICE_OUTING-0230 | Other | 12922.71,Android,B05,BASELINE_1_500,CREATED,idem-20260902-apk-0230,android,G04,OFFICE_OUTING,Expense,G04:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.equal,Other,MAESTRO-APK-GROUP-OFFICE_OUTING-0230 | Other | 12922.71,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
233,MTR-APK-0233,Group,Shared Experience,House Party,Food,Expense,2025-09-29,16:47:28,2025-09-29 16:47:28,4450.01,INR,-4450.01,APK Meera,3,PERCENTAGE,MAESTRO-APK-GROUP-HOUSE_PARTY-0233 | Food | 4450.01,Android,B05,BASELINE_1_500,CREATED,idem-20260902-apk-0233,android,G03,HOUSE_PARTY,Expense,G03:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.percentage,Food,MAESTRO-APK-GROUP-HOUSE_PARTY-0233 | Food | 4450.01,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
236,MTR-APK-0236,Group,Shared Experience,House Party,Drinks,Expense,2026-04-09,16:28:06,2026-04-09 16:28:06,28785.01,INR,-28785.01,APK Owner,3,EXACT,MAESTRO-APK-GROUP-HOUSE_PARTY-0236 | Drinks | 28785.01,Android,B05,BASELINE_1_500,CREATED,idem-20260902-apk-0236,android,G03,HOUSE_PARTY,Expense,G03:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.exact,Drinks,MAESTRO-APK-GROUP-HOUSE_PARTY-0236 | Drinks | 28785.01,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
239,MTR-APK-0239,Group,Shared Experience,House Party,Decor,Expense,2026-03-15,07:01:33,2026-03-15 07:01:33,13564.42,INR,-13564.42,APK Aarav,3,SHARES,MAESTRO-APK-GROUP-HOUSE_PARTY-0239 | Decor | 13564.42,Android,B05,BASELINE_1_500,CREATED,idem-20260902-apk-0239,android,G03,HOUSE_PARTY,Expense,G03:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.shares,Decor,MAESTRO-APK-GROUP-HOUSE_PARTY-0239 | Decor | 13564.42,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
242,MTR-APK-0242,Group,Shared Experience,House Party,Supplies,Expense,2026-04-23,11:25:08,2026-04-23 11:25:08,14998.58,INR,-14998.58,APK Meera,3,EQUAL,MAESTRO-APK-GROUP-HOUSE_PARTY-0242 | Supplies | 14998.58,Android,B05,BASELINE_1_500,CREATED,idem-20260902-apk-0242,android,G03,HOUSE_PARTY,Expense,G03:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.equal,Supplies,MAESTRO-APK-GROUP-HOUSE_PARTY-0242 | Supplies | 14998.58,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
