Sequence,Txn_ID,Mode,Family,Moment,Quick_Add,Semantic_Type,Txn_Date,Txn_Time,Timestamp,Amount,Currency,Expected_Signed_Amount,Paid_By,Participant_Count,Split_Method,Description,Device_Target,Run_Batch,Backend_Load_Band,Expected_Status,Idempotency_Key
1,MTR-APK-0001,Personal,Personal,Life Operations,Groceries,Expense,2026-07-10,13:10:57,2026-07-10 13:10:57,16337.79,INR,-16337.79,APK Owner,,,MAESTRO-APK-PERSONAL-LIFE_OPERATIONS-0001 | Groceries | 16337.79,Android,B01,BASELINE_1_500,CREATED,idem-20260902-apk-0001
85,MTR-APK-0085,Personal,Personal,Life Operations,Subscriptions,Expense,2025-09-25,00:16:18,2025-09-25 00:16:18,10747.65,INR,-10747.65,APK Owner,,,MAESTRO-APK-PERSONAL-LIFE_OPERATIONS-0085 | Subscriptions | 10747.65,Android,B02,BASELINE_1_500,CREATED,idem-20260902-apk-0085
86,MTR-APK-0086,Group,Shared Purchase,Purchase,Item,Expense,2026-01-07,17:15:38,2026-01-07 17:15:38,20358.43,INR,-20358.43,APK Aarav,3,EQUAL,MAESTRO-APK-GROUP-PURCHASE-0086 | Item | 20358.43,Android,B02,BASELINE_1_500,CREATED,idem-20260902-apk-0086
87,MTR-APK-0087,Business,Business,Business Runway,Funding,Income,2026-04-06,07:00:13,2026-04-06 07:00:13,158770.17,INR,158770.17,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-0087 | Funding | 158770.17,Android,B02,BASELINE_1_500,CREATED,idem-20260902-apk-0087
88,MTR-APK-0088,Personal,Personal,Life Operations,Repairs,Expense,2026-05-28,04:02:07,2026-05-28 04:02:07,10176.89,INR,-10176.89,APK Owner,,,MAESTRO-APK-PERSONAL-LIFE_OPERATIONS-0088 | Repairs | 10176.89,Android,B02,BASELINE_1_500,CREATED,idem-20260902-apk-0088
89,MTR-APK-0089,Group,Shared Purchase,Purchase,Shipping,Expense,2025-11-21,06:49:43,2025-11-21 06:49:43,20379.21,INR,-20379.21,APK Meera,3,PERCENTAGE,MAESTRO-APK-GROUP-PURCHASE-0089 | Shipping | 20379.21,Android,B02,BASELINE_1_500,CREATED,idem-20260902-apk-0089
90,MTR-APK-0090,Business,Business,Business Runway,Revenue,Income,2026-07-02,23:20:52,2026-07-02 23:20:52,45774.39,INR,45774.39,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-0090 | Revenue | 45774.39,Android,B02,BASELINE_1_500,CREATED,idem-20260902-apk-0090
91,MTR-APK-0091,Personal,Personal,Future Building,Savings,Transfer,2025-12-22,08:37:41,2025-12-22 08:37:41,16345.71,INR,0.0,APK Owner,,,MAESTRO-APK-PERSONAL-FUTURE_BUILDING-0091 | Savings | 16345.71,Android,B02,BASELINE_1_500,CREATED,idem-20260902-apk-0091
92,MTR-APK-0092,Group,Shared Purchase,Purchase,Tax,Expense,2025-10-29,05:48:04,2025-10-29 05:48:04,17660.08,INR,-17660.08,APK Owner,3,EXACT,MAESTRO-APK-GROUP-PURCHASE-0092 | Tax | 17660.08,Android,B02,BASELINE_1_500,CREATED,idem-20260902-apk-0092
93,MTR-APK-0093,Business,Business,Business Runway,Burn,Expense,2025-12-23,01:34:08,2025-12-23 01:34:08,140443.67,INR,-140443.67,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-0093 | Burn | 140443.67,Android,B02,BASELINE_1_500,CREATED,idem-20260902-apk-0093
94,MTR-APK-0094,Personal,Personal,Future Building,Emergency Fund,Transfer,2026-03-04,22:45:42,2026-03-04 22:45:42,7257.29,INR,0.0,APK Owner,,,MAESTRO-APK-PERSONAL-FUTURE_BUILDING-0094 | Emergency Fund | 7257.29,Android,B02,BASELINE_1_500,CREATED,idem-20260902-apk-0094
95,MTR-APK-0095,Group,Shared Purchase,Purchase,Other,Expense,2026-06-24,10:06:45,2026-06-24 10:06:45,27931.01,INR,-27931.01,APK Aarav,3,SHARES,MAESTRO-APK-GROUP-PURCHASE-0095 | Other | 27931.01,Android,B02,BASELINE_1_500,CREATED,idem-20260902-apk-0095
96,MTR-APK-0096,Business,Business,Business Runway,Reserve,Transfer,2026-01-16,03:32:21,2026-01-16 03:32:21,17759.52,INR,0.0,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-0096 | Reserve | 17759.52,Android,B02,BASELINE_1_500,CREATED,idem-20260902-apk-0096
97,MTR-APK-0097,Personal,Personal,Future Building,Investments,Investment,2026-02-13,10:15:23,2026-02-13 10:15:23,14044.15,INR,0.0,APK Owner,,,MAESTRO-APK-PERSONAL-FUTURE_BUILDING-0097 | Investments | 14044.15,Android,B02,BASELINE_1_500,CREATED,idem-20260902-apk-0097
98,MTR-APK-0098,Group,Shared Purchase,Assets,Purchase,Expense,2025-09-19,06:56:35,2025-09-19 06:56:35,13518.21,INR,-13518.21,APK Meera,3,EQUAL,MAESTRO-APK-GROUP-ASSETS-0098 | Purchase | 13518.21,Android,B02,BASELINE_1_500,CREATED,idem-20260902-apk-0098
99,MTR-APK-0099,Business,Business,Business Runway,Loan,Income,2026-06-19,08:25:07,2026-06-19 08:25:07,33444.89,INR,33444.89,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-0099 | Loan | 33444.89,Android,B02,BASELINE_1_500,CREATED,idem-20260902-apk-0099
100,MTR-APK-0100,Personal,Personal,Future Building,Education,Expense,2026-05-02,13:57:10,2026-05-02 13:57:10,14094.75,INR,-14094.75,APK Owner,,,MAESTRO-APK-PERSONAL-FUTURE_BUILDING-0100 | Education | 14094.75,Android,B02,BASELINE_1_500,CREATED,idem-20260902-apk-0100
101,MTR-APK-0101,Group,Shared Purchase,Assets,Maintenance,Expense,2026-05-04,19:31:03,2026-05-04 19:31:03,15192.08,INR,-15192.08,APK Owner,3,PERCENTAGE,MAESTRO-APK-GROUP-ASSETS-0101 | Maintenance | 15192.08,Android,B03,BASELINE_1_500,CREATED,idem-20260902-apk-0101
102,MTR-APK-0102,Business,Business,Business Runway,Investment,Income,2026-07-04,08:55:03,2026-07-04 08:55:03,54834.4,INR,54834.4,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-0102 | Investment | 54834.40,Android,B03,BASELINE_1_500,CREATED,idem-20260902-apk-0102
103,MTR-APK-0103,Personal,Personal,Future Building,Goal Contribution,Transfer,2026-01-07,10:04:18,2026-01-07 10:04:18,3029.59,INR,0.0,APK Owner,,,MAESTRO-APK-PERSONAL-FUTURE_BUILDING-0103 | Goal Contribution | 3029.59,Android,B03,BASELINE_1_500,CREATED,idem-20260902-apk-0103
104,MTR-APK-0104,Group,Shared Purchase,Assets,Repair,Expense,2025-12-14,15:00:18,2025-12-14 15:00:18,19012.96,INR,-19012.96,APK Aarav,3,EXACT,MAESTRO-APK-GROUP-ASSETS-0104 | Repair | 19012.96,Android,B03,BASELINE_1_500,CREATED,idem-20260902-apk-0104
105,MTR-APK-0105,Business,Business,Business Operations,Software,Expense,2026-02-03,11:46:48,2026-02-03 11:46:48,21375.77,INR,-21375.77,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-0105 | Software | 21375.77,Android,B03,BASELINE_1_500,CREATED,idem-20260902-apk-0105
106,MTR-APK-0106,Personal,Personal,Lifestyle,Dining,Expense,2026-01-31,08:32:26,2026-01-31 08:32:26,13569.65,INR,-13569.65,APK Owner,,,MAESTRO-APK-PERSONAL-LIFESTYLE-0106 | Dining | 13569.65,Android,B03,BASELINE_1_500,CREATED,idem-20260902-apk-0106
107,MTR-APK-0107,Group,Shared Purchase,Assets,Insurance,Expense,2026-05-11,13:59:25,2026-05-11 13:59:25,28997.44,INR,-28997.44,APK Meera,3,SHARES,MAESTRO-APK-GROUP-ASSETS-0107 | Insurance | 28997.44,Android,B03,BASELINE_1_500,CREATED,idem-20260902-apk-0107
108,MTR-APK-0108,Business,Business,Business Operations,Rent,Expense,2025-09-20,22:02:36,2025-09-20 22:02:36,158994.59,INR,-158994.59,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-0108 | Rent | 158994.59,Android,B03,BASELINE_1_500,CREATED,idem-20260902-apk-0108
109,MTR-APK-0109,Personal,Personal,Lifestyle,Shopping,Expense,2026-06-04,21:51:13,2026-06-04 21:51:13,1691.63,INR,-1691.63,APK Owner,,,MAESTRO-APK-PERSONAL-LIFESTYLE-0109 | Shopping | 1691.63,Android,B03,BASELINE_1_500,CREATED,idem-20260902-apk-0109
110,MTR-APK-0110,Group,Shared Purchase,Assets,Other,Expense,2026-01-27,00:54:16,2026-01-27 00:54:16,3304.67,INR,-3304.67,APK Owner,3,EQUAL,MAESTRO-APK-GROUP-ASSETS-0110 | Other | 3304.67,Android,B03,BASELINE_1_500,CREATED,idem-20260902-apk-0110
111,MTR-APK-0111,Business,Business,Business Operations,Marketing,Expense,2026-02-04,14:26:37,2026-02-04 14:26:37,100.0,INR,-100.0,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-0111 | Marketing | 100.00,Android,B03,BASELINE_1_500,CREATED,idem-20260902-apk-0111
112,MTR-APK-0112,Personal,Personal,Lifestyle,Entertainment,Expense,2026-05-01,07:35:21,2026-05-01 07:35:21,16734.55,INR,-16734.55,APK Owner,,,MAESTRO-APK-PERSONAL-LIFESTYLE-0112 | Entertainment | 16734.55,Android,B03,BASELINE_1_500,CREATED,idem-20260902-apk-0112
113,MTR-APK-0113,Group,Shared Purchase,Custom Purchase,Custom Expense,Expense,2026-06-04,14:22:34,2026-06-04 14:22:34,2937.05,INR,-2937.05,APK Aarav,3,PERCENTAGE,MAESTRO-APK-GROUP-CUSTOM_PURCHASE-0113 | Custom Expense | 2937.05,Android,B03,BASELINE_1_500,CREATED,idem-20260902-apk-0113
114,MTR-APK-0114,Business,Business,Business Operations,Legal,Expense,2025-12-06,08:07:41,2025-12-06 08:07:41,155336.59,INR,-155336.59,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-0114 | Legal | 155336.59,Android,B03,BASELINE_1_500,CREATED,idem-20260902-apk-0114
115,MTR-APK-0115,Personal,Personal,Lifestyle,Travel,Expense,2026-03-06,15:38:37,2026-03-06 15:38:37,8483.76,INR,-8483.76,APK Owner,,,MAESTRO-APK-PERSONAL-LIFESTYLE-0115 | Travel | 8483.76,Android,B03,BASELINE_1_500,CREATED,idem-20260902-apk-0115
116,MTR-APK-0116,Group,Shared Purchase,Custom Purchase,Custom Contribution,Contribution,2026-01-18,10:39:17,2026-01-18 10:39:17,5926.92,INR,5926.92,APK Meera,3,EXACT,MAESTRO-APK-GROUP-CUSTOM_PURCHASE-0116 | Custom Contribution | 5926.92,Android,B03,BASELINE_1_500,CREATED,idem-20260902-apk-0116
117,MTR-APK-0117,Business,Business,Business Operations,Accounting,Expense,2026-02-02,03:03:18,2026-02-02 03:03:18,42150.33,INR,-42150.33,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-0117 | Accounting | 42150.33,Android,B03,BASELINE_1_500,CREATED,idem-20260902-apk-0117
118,MTR-APK-0118,Personal,Personal,Lifestyle,Fitness,Expense,2026-01-28,08:34:32,2026-01-28 08:34:32,15253.93,INR,-15253.93,APK Owner,,,MAESTRO-APK-PERSONAL-LIFESTYLE-0118 | Fitness | 15253.93,Android,B03,BASELINE_1_500,CREATED,idem-20260902-apk-0118
119,MTR-APK-0119,Group,Shared Living,Flatmates,Rent,Expense,2026-02-02,21:51:06,2026-02-02 21:51:06,11479.39,INR,-11479.39,APK Owner,3,SHARES,MAESTRO-APK-GROUP-FLATMATES-0119 | Rent | 11479.39,Android,B03,BASELINE_1_500,CREATED,idem-20260902-apk-0119
120,MTR-APK-0120,Business,Business,Business Operations,Equipment,Expense,2025-11-13,11:28:31,2025-11-13 11:28:31,126732.22,INR,-126732.22,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-0120 | Equipment | 126732.22,Android,B03,BASELINE_1_500,CREATED,idem-20260902-apk-0120
121,MTR-APK-0121,Personal,Personal,Lifestyle,Hobbies,Expense,2025-11-04,00:08:46,2025-11-04 00:08:46,11750.7,INR,-11750.7,APK Owner,,,MAESTRO-APK-PERSONAL-LIFESTYLE-0121 | Hobbies | 11750.70,Android,B03,BASELINE_1_500,CREATED,idem-20260902-apk-0121
122,MTR-APK-0122,Group,Shared Living,Flatmates,Utilities,Expense,2025-10-11,09:37:26,2025-10-11 09:37:26,15151.49,INR,-15151.49,APK Aarav,3,EQUAL,MAESTRO-APK-GROUP-FLATMATES-0122 | Utilities | 15151.49,Android,B03,BASELINE_1_500,CREATED,idem-20260902-apk-0122
123,MTR-APK-0123,Business,Business,Business Operations,Vendor,Expense,2026-01-30,11:40:38,2026-01-30 11:40:38,38992.21,INR,-38992.21,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-0123 | Vendor | 38992.21,Android,B03,BASELINE_1_500,CREATED,idem-20260902-apk-0123
124,MTR-APK-0124,Personal,Personal,Relationships,Gifts,Expense,2025-09-24,23:06:33,2025-09-24 23:06:33,10293.71,INR,-10293.71,APK Owner,,,MAESTRO-APK-PERSONAL-RELATIONSHIPS-0124 | Gifts | 10293.71,Android,B03,BASELINE_1_500,CREATED,idem-20260902-apk-0124
125,MTR-APK-0125,Group,Shared Living,Flatmates,Groceries,Expense,2026-06-22,16:09:03,2026-06-22 16:09:03,4352.49,INR,-4352.49,APK Meera,3,PERCENTAGE,MAESTRO-APK-GROUP-FLATMATES-0125 | Groceries | 4352.49,Android,B03,BASELINE_1_500,CREATED,idem-20260902-apk-0125
126,MTR-APK-0126,Business,Business,Business Operations,Tax,Expense,2025-12-31,23:31:24,2025-12-31 23:31:24,64813.64,INR,-64813.64,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-0126 | Tax | 64813.64,Android,B03,BASELINE_1_500,CREATED,idem-20260902-apk-0126
127,MTR-APK-0127,Personal,Personal,Relationships,Dates,Expense,2026-02-14,22:16:31,2026-02-14 22:16:31,10698.5,INR,-10698.5,APK Owner,,,MAESTRO-APK-PERSONAL-RELATIONSHIPS-0127 | Dates | 10698.50,Android,B03,BASELINE_1_500,CREATED,idem-20260902-apk-0127
128,MTR-APK-0128,Group,Shared Living,Flatmates,Internet,Expense,2026-03-22,12:09:27,2026-03-22 12:09:27,28337.8,INR,-28337.8,APK Owner,3,EXACT,MAESTRO-APK-GROUP-FLATMATES-0128 | Internet | 28337.80,Android,B03,BASELINE_1_500,CREATED,idem-20260902-apk-0128
129,MTR-APK-0129,Business,Business,Team Operations,Payroll,Expense,2026-03-07,14:41:42,2026-03-07 14:41:42,107088.79,INR,-107088.79,APK Owner,,,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-0129 | Payroll | 107088.79,Android,B03,BASELINE_1_500,CREATED,idem-20260902-apk-0129
130,MTR-APK-0130,Personal,Personal,Relationships,Family,Expense,2026-08-11,13:23:52,2026-08-11 13:23:52,9337.06,INR,-9337.06,APK Owner,,,MAESTRO-APK-PERSONAL-RELATIONSHIPS-0130 | Family | 9337.06,Android,B03,BASELINE_1_500,CREATED,idem-20260902-apk-0130
131,MTR-APK-0131,Group,Shared Living,Flatmates,House Supplies,Expense,2025-11-01,23:19:44,2025-11-01 23:19:44,5644.1,INR,-5644.1,APK Aarav,3,SHARES,MAESTRO-APK-GROUP-FLATMATES-0131 | House Supplies | 5644.10,Android,B03,BASELINE_1_500,CREATED,idem-20260902-apk-0131
132,MTR-APK-0132,Business,Business,Team Operations,Contractor,Expense,2025-12-27,08:04:10,2025-12-27 08:04:10,5799.18,INR,-5799.18,APK Owner,,,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-0132 | Contractor | 5799.18,Android,B03,BASELINE_1_500,CREATED,idem-20260902-apk-0132
133,MTR-APK-0133,Personal,Personal,Relationships,Friends,Expense,2025-11-25,07:53:18,2025-11-25 07:53:18,1151.38,INR,-1151.38,APK Owner,,,MAESTRO-APK-PERSONAL-RELATIONSHIPS-0133 | Friends | 1151.38,Android,B03,BASELINE_1_500,CREATED,idem-20260902-apk-0133
134,MTR-APK-0134,Group,Shared Living,Flatmates,Repairs,Expense,2026-02-06,22:44:02,2026-02-06 22:44:02,1387.83,INR,-1387.83,APK Meera,3,EQUAL,MAESTRO-APK-GROUP-FLATMATES-0134 | Repairs | 1387.83,Android,B03,BASELINE_1_500,CREATED,idem-20260902-apk-0134
135,MTR-APK-0135,Business,Business,Team Operations,Hiring,Expense,2025-12-31,20:15:56,2025-12-31 20:15:56,49779.4,INR,-49779.4,APK Owner,,,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-0135 | Hiring | 49779.40,Android,B03,BASELINE_1_500,CREATED,idem-20260902-apk-0135
136,MTR-APK-0136,Personal,Personal,Relationships,Celebrations,Expense,2026-02-23,05:35:00,2026-02-23 05:35:00,3389.94,INR,-3389.94,APK Owner,,,MAESTRO-APK-PERSONAL-RELATIONSHIPS-0136 | Celebrations | 3389.94,Android,B03,BASELINE_1_500,CREATED,idem-20260902-apk-0136
137,MTR-APK-0137,Group,Shared Living,Shared Living,Rent,Expense,2026-05-07,18:44:15,2026-05-07 18:44:15,12078.58,INR,-12078.58,APK Owner,3,PERCENTAGE,MAESTRO-APK-GROUP-SHARED_LIVING-0137 | Rent | 12078.58,Android,B03,BASELINE_1_500,CREATED,idem-20260902-apk-0137
138,MTR-APK-0138,Business,Business,Team Operations,Team Meal,Expense,2025-12-28,20:50:42,2025-12-28 20:50:42,147143.45,INR,-147143.45,APK Owner,,,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-0138 | Team Meal | 147143.45,Android,B03,BASELINE_1_500,CREATED,idem-20260902-apk-0138
139,MTR-APK-0139,Personal,Personal,Life Operations,Groceries,Expense,2026-01-29,21:56:50,2026-01-29 21:56:50,17251.35,INR,-17251.35,APK Owner,,,MAESTRO-APK-PERSONAL-LIFE_OPERATIONS-0139 | Groceries | 17251.35,Android,B03,BASELINE_1_500,CREATED,idem-20260902-apk-0139
140,MTR-APK-0140,Group,Shared Living,Shared Living,Utilities,Expense,2025-09-19,17:57:00,2025-09-19 17:57:00,17855.15,INR,-17855.15,APK Aarav,3,EXACT,MAESTRO-APK-GROUP-SHARED_LIVING-0140 | Utilities | 17855.15,Android,B03,BASELINE_1_500,CREATED,idem-20260902-apk-0140
141,MTR-APK-0141,Business,Business,Team Operations,Travel,Expense,2026-07-30,02:59:53,2026-07-30 02:59:53,76519.47,INR,-76519.47,APK Owner,,,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-0141 | Travel | 76519.47,Android,B03,BASELINE_1_500,CREATED,idem-20260902-apk-0141
142,MTR-APK-0142,Personal,Personal,Life Operations,Rent,Expense,2026-08-09,17:34:53,2026-08-09 17:34:53,11819.72,INR,-11819.72,APK Owner,,,MAESTRO-APK-PERSONAL-LIFE_OPERATIONS-0142 | Rent | 11819.72,Android,B03,BASELINE_1_500,CREATED,idem-20260902-apk-0142
143,MTR-APK-0143,Group,Shared Living,Shared Living,Groceries,Expense,2026-04-21,01:38:08,2026-04-21 01:38:08,26763.12,INR,-26763.12,APK Meera,3,SHARES,MAESTRO-APK-GROUP-SHARED_LIVING-0143 | Groceries | 26763.12,Android,B03,BASELINE_1_500,CREATED,idem-20260902-apk-0143
144,MTR-APK-0144,Business,Business,Team Operations,Training,Expense,2025-10-07,01:36:45,2025-10-07 01:36:45,135872.93,INR,-135872.93,APK Owner,,,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-0144 | Training | 135872.93,Android,B03,BASELINE_1_500,CREATED,idem-20260902-apk-0144
145,MTR-APK-0145,Personal,Personal,Life Operations,Bills,Expense,2026-08-07,03:06:18,2026-08-07 03:06:18,7217.64,INR,-7217.64,APK Owner,,,MAESTRO-APK-PERSONAL-LIFE_OPERATIONS-0145 | Bills | 7217.64,Android,B03,BASELINE_1_500,CREATED,idem-20260902-apk-0145
146,MTR-APK-0146,Group,Shared Living,Shared Living,Maintenance,Expense,2026-01-15,13:48:28,2026-01-15 13:48:28,3337.42,INR,-3337.42,APK Owner,3,EQUAL,MAESTRO-APK-GROUP-SHARED_LIVING-0146 | Maintenance | 3337.42,Android,B03,BASELINE_1_500,CREATED,idem-20260902-apk-0146
147,MTR-APK-0147,Business,Business,Team Operations,Tools,Expense,2025-11-05,08:16:09,2025-11-05 08:16:09,101243.74,INR,-101243.74,APK Owner,,,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-0147 | Tools | 101243.74,Android,B03,BASELINE_1_500,CREATED,idem-20260902-apk-0147
148,MTR-APK-0148,Personal,Personal,Life Operations,Transport,Expense,2026-01-26,01:43:37,2026-01-26 01:43:37,999.99,INR,-999.99,APK Owner,,,MAESTRO-APK-PERSONAL-LIFE_OPERATIONS-0148 | Transport | 999.99,Android,B03,BASELINE_1_500,CREATED,idem-20260902-apk-0148
149,MTR-APK-0149,Group,Shared Living,Shared Living,Other,Expense,2026-08-12,03:54:12,2026-08-12 03:54:12,4912.7,INR,-4912.7,APK Aarav,3,PERCENTAGE,MAESTRO-APK-GROUP-SHARED_LIVING-0149 | Other | 4912.70,Android,B03,BASELINE_1_500,CREATED,idem-20260902-apk-0149
150,MTR-APK-0150,Business,Business,Business Runway,Funding,Income,2026-01-19,22:16:19,2026-01-19 22:16:19,18132.16,INR,18132.16,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-0150 | Funding | 18132.16,Android,B03,BASELINE_1_500,CREATED,idem-20260902-apk-0150
151,MTR-APK-0151,Personal,Personal,Life Operations,Healthcare,Expense,2026-02-26,23:48:03,2026-02-26 23:48:03,15620.58,INR,-15620.58,APK Owner,,,MAESTRO-APK-PERSONAL-LIFE_OPERATIONS-0151 | Healthcare | 15620.58,Android,B04,BASELINE_1_500,CREATED,idem-20260902-apk-0151
152,MTR-APK-0152,Group,Shared Living,Family Household,Rent,Expense,2026-03-27,07:22:27,2026-03-27 07:22:27,1764.68,INR,-1764.68,APK Meera,3,EXACT,MAESTRO-APK-GROUP-FAMILY_HOUSEHOLD-0152 | Rent | 1764.68,Android,B04,BASELINE_1_500,CREATED,idem-20260902-apk-0152
153,MTR-APK-0153,Business,Business,Business Runway,Revenue,Income,2025-11-05,00:21:54,2025-11-05 00:21:54,92816.57,INR,92816.57,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-0153 | Revenue | 92816.57,Android,B04,BASELINE_1_500,CREATED,idem-20260902-apk-0153
154,MTR-APK-0154,Personal,Personal,Life Operations,Subscriptions,Expense,2026-07-28,13:26:05,2026-07-28 13:26:05,13344.26,INR,-13344.26,APK Owner,,,MAESTRO-APK-PERSONAL-LIFE_OPERATIONS-0154 | Subscriptions | 13344.26,Android,B04,BASELINE_1_500,CREATED,idem-20260902-apk-0154
155,MTR-APK-0155,Group,Shared Living,Family Household,Groceries,Expense,2026-06-01,03:59:15,2026-06-01 03:59:15,22918.3,INR,-22918.3,APK Owner,3,SHARES,MAESTRO-APK-GROUP-FAMILY_HOUSEHOLD-0155 | Groceries | 22918.30,Android,B04,BASELINE_1_500,CREATED,idem-20260902-apk-0155
156,MTR-APK-0156,Business,Business,Business Runway,Burn,Expense,2026-02-12,06:37:25,2026-02-12 06:37:25,167537.91,INR,-167537.91,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-0156 | Burn | 167537.91,Android,B04,BASELINE_1_500,CREATED,idem-20260902-apk-0156
157,MTR-APK-0157,Personal,Personal,Life Operations,Repairs,Expense,2025-09-04,18:28:40,2025-09-04 18:28:40,18165.2,INR,-18165.2,APK Owner,,,MAESTRO-APK-PERSONAL-LIFE_OPERATIONS-0157 | Repairs | 18165.20,Android,B04,BASELINE_1_500,CREATED,idem-20260902-apk-0157
158,MTR-APK-0158,Group,Shared Living,Family Household,Transport,Expense,2026-01-29,09:33:03,2026-01-29 09:33:03,18255.55,INR,-18255.55,APK Aarav,3,EQUAL,MAESTRO-APK-GROUP-FAMILY_HOUSEHOLD-0158 | Transport | 18255.55,Android,B04,BASELINE_1_500,CREATED,idem-20260902-apk-0158
159,MTR-APK-0159,Business,Business,Business Runway,Reserve,Transfer,2026-01-26,19:05:48,2026-01-26 19:05:48,50553.65,INR,0.0,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-0159 | Reserve | 50553.65,Android,B04,BASELINE_1_500,CREATED,idem-20260902-apk-0159
160,MTR-APK-0160,Personal,Personal,Future Building,Savings,Transfer,2025-12-12,08:05:29,2025-12-12 08:05:29,3198.65,INR,0.0,APK Owner,,,MAESTRO-APK-PERSONAL-FUTURE_BUILDING-0160 | Savings | 3198.65,Android,B04,BASELINE_1_500,CREATED,idem-20260902-apk-0160
161,MTR-APK-0161,Group,Shared Living,Family Household,Bills,Expense,2026-02-23,18:24:29,2026-02-23 18:24:29,3039.02,INR,-3039.02,APK Meera,3,PERCENTAGE,MAESTRO-APK-GROUP-FAMILY_HOUSEHOLD-0161 | Bills | 3039.02,Android,B04,BASELINE_1_500,CREATED,idem-20260902-apk-0161
162,MTR-APK-0162,Business,Business,Business Runway,Loan,Income,2026-01-16,16:22:04,2026-01-16 16:22:04,22549.2,INR,22549.2,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-0162 | Loan | 22549.20,Android,B04,BASELINE_1_500,CREATED,idem-20260902-apk-0162
163,MTR-APK-0163,Personal,Personal,Future Building,Emergency Fund,Transfer,2026-02-11,06:45:38,2026-02-11 06:45:38,5141.12,INR,0.0,APK Owner,,,MAESTRO-APK-PERSONAL-FUTURE_BUILDING-0163 | Emergency Fund | 5141.12,Android,B04,BASELINE_1_500,CREATED,idem-20260902-apk-0163
164,MTR-APK-0164,Group,Shared Living,Family Household,Utilities,Expense,2026-02-01,00:50:16,2026-02-01 00:50:16,9988.67,INR,-9988.67,APK Owner,3,EXACT,MAESTRO-APK-GROUP-FAMILY_HOUSEHOLD-0164 | Utilities | 9988.67,Android,B04,BASELINE_1_500,CREATED,idem-20260902-apk-0164
165,MTR-APK-0165,Business,Business,Business Runway,Investment,Income,2026-07-01,19:23:54,2026-07-01 19:23:54,21141.27,INR,21141.27,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-0165 | Investment | 21141.27,Android,B04,BASELINE_1_500,CREATED,idem-20260902-apk-0165
166,MTR-APK-0166,Personal,Personal,Future Building,Investments,Investment,2026-02-23,16:31:53,2026-02-23 16:31:53,179.27,INR,0.0,APK Owner,,,MAESTRO-APK-PERSONAL-FUTURE_BUILDING-0166 | Investments | 179.27,Android,B04,BASELINE_1_500,CREATED,idem-20260902-apk-0166
167,MTR-APK-0167,Group,Shared Living,Family Household,Healthcare,Expense,2025-10-14,16:43:23,2025-10-14 16:43:23,29675.74,INR,-29675.74,APK Aarav,3,SHARES,MAESTRO-APK-GROUP-FAMILY_HOUSEHOLD-0167 | Healthcare | 29675.74,Android,B04,BASELINE_1_500,CREATED,idem-20260902-apk-0167
168,MTR-APK-0168,Business,Business,Business Operations,Software,Expense,2026-03-27,12:13:27,2026-03-27 12:13:27,38578.27,INR,-38578.27,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-0168 | Software | 38578.27,Android,B04,BASELINE_1_500,CREATED,idem-20260902-apk-0168
169,MTR-APK-0169,Personal,Personal,Future Building,Education,Expense,2025-12-04,19:40:57,2025-12-04 19:40:57,12905.65,INR,-12905.65,APK Owner,,,MAESTRO-APK-PERSONAL-FUTURE_BUILDING-0169 | Education | 12905.65,Android,B04,BASELINE_1_500,CREATED,idem-20260902-apk-0169
