Sequence,Txn_ID,Mode,Family,Moment,Quick_Add,Semantic_Type,Txn_Date,Txn_Time,Timestamp,Amount,Currency,Expected_Signed_Amount,Paid_By,Participant_Count,Split_Method,Description,Device_Target,Run_Batch,Backend_Load_Band,Expected_Status,Idempotency_Key,Platform,catalog_moment_id,catalog_moment_type,catalog_quick_add,catalog_id,catalog_status,tile_maestro_id,amount_maestro_id,note_maestro_id,submit_maestro_id,split_maestro_id,category_value,correlation_note,join_status,join_notes
3,MTR-APK-0003,Business,Business,Team Operations,Payroll,Expense,2026-02-28,00:36:32,2026-02-28 00:36:32,150101.63,INR,-150101.63,APK Owner,,,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-0003 | Payroll | 150101.63,Android,B01,BASELINE_1_500,CREATED,idem-20260902-apk-0003,android,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Payroll,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-0003 | Payroll | 150101.63,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
129,MTR-APK-0129,Business,Business,Team Operations,Payroll,Expense,2026-03-07,14:41:42,2026-03-07 14:41:42,107088.79,INR,-107088.79,APK Owner,,,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-0129 | Payroll | 107088.79,Android,B03,BASELINE_1_500,CREATED,idem-20260902-apk-0129,android,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Payroll,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-0129 | Payroll | 107088.79,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
132,MTR-APK-0132,Business,Business,Team Operations,Contractor,Expense,2025-12-27,08:04:10,2025-12-27 08:04:10,5799.18,INR,-5799.18,APK Owner,,,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-0132 | Contractor | 5799.18,Android,B03,BASELINE_1_500,CREATED,idem-20260902-apk-0132,android,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Contractor,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-0132 | Contractor | 5799.18,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
135,MTR-APK-0135,Business,Business,Team Operations,Hiring,Expense,2025-12-31,20:15:56,2025-12-31 20:15:56,49779.4,INR,-49779.4,APK Owner,,,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-0135 | Hiring | 49779.40,Android,B03,BASELINE_1_500,CREATED,idem-20260902-apk-0135,android,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Hiring,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-0135 | Hiring | 49779.40,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
138,MTR-APK-0138,Business,Business,Team Operations,Team Meal,Expense,2025-12-28,20:50:42,2025-12-28 20:50:42,147143.45,INR,-147143.45,APK Owner,,,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-0138 | Team Meal | 147143.45,Android,B03,BASELINE_1_500,CREATED,idem-20260902-apk-0138,android,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Team Meal,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-0138 | Team Meal | 147143.45,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
141,MTR-APK-0141,Business,Business,Team Operations,Travel,Expense,2026-07-30,02:59:53,2026-07-30 02:59:53,76519.47,INR,-76519.47,APK Owner,,,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-0141 | Travel | 76519.47,Android,B03,BASELINE_1_500,CREATED,idem-20260902-apk-0141,android,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Travel,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-0141 | Travel | 76519.47,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
144,MTR-APK-0144,Business,Business,Team Operations,Training,Expense,2025-10-07,01:36:45,2025-10-07 01:36:45,135872.93,INR,-135872.93,APK Owner,,,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-0144 | Training | 135872.93,Android,B03,BASELINE_1_500,CREATED,idem-20260902-apk-0144,android,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Training,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-0144 | Training | 135872.93,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
147,MTR-APK-0147,Business,Business,Team Operations,Tools,Expense,2025-11-05,08:16:09,2025-11-05 08:16:09,101243.74,INR,-101243.74,APK Owner,,,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-0147 | Tools | 101243.74,Android,B03,BASELINE_1_500,CREATED,idem-20260902-apk-0147,android,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Tools,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-0147 | Tools | 101243.74,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
150,MTR-APK-0150,Business,Business,Business Runway,Funding,Income,2026-01-19,22:16:19,2026-01-19 22:16:19,18132.16,INR,18132.16,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-0150 | Funding | 18132.16,Android,B03,BASELINE_1_500,CREATED,idem-20260902-apk-0150,android,B02,BUSINESS_RUNWAY,Revenue,B02:Revenue,ACTIVE,qa.tile.revenue,business.revenue.amount,,business.revenue.submit,,Funding,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-0150 | Funding | 18132.16,JOINED,Funding/Investment/Loan/Revenue → Runway Revenue
153,MTR-APK-0153,Business,Business,Business Runway,Revenue,Income,2025-11-05,00:21:54,2025-11-05 00:21:54,92816.57,INR,92816.57,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-0153 | Revenue | 92816.57,Android,B04,BASELINE_1_500,CREATED,idem-20260902-apk-0153,android,B02,BUSINESS_RUNWAY,Revenue,B02:Revenue,ACTIVE,qa.tile.revenue,business.revenue.amount,,business.revenue.submit,,Revenue,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-0153 | Revenue | 92816.57,JOINED,Funding/Investment/Loan/Revenue → Runway Revenue
156,MTR-APK-0156,Business,Business,Business Runway,Burn,Expense,2026-02-12,06:37:25,2026-02-12 06:37:25,167537.91,INR,-167537.91,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-0156 | Burn | 167537.91,Android,B04,BASELINE_1_500,CREATED,idem-20260902-apk-0156,android,B02,BUSINESS_RUNWAY,Expense,B02:Expense,ACTIVE,qa.tile.expense,business.expense.amount,business.expense.note,business.expense.submit,,Burn,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-0156 | Burn | 167537.91,JOINED,Runway Log Expense
159,MTR-APK-0159,Business,Business,Business Runway,Reserve,Transfer,2026-01-26,19:05:48,2026-01-26 19:05:48,50553.65,INR,0.0,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-0159 | Reserve | 50553.65,Android,B04,BASELINE_1_500,CREATED,idem-20260902-apk-0159,android,B02,BUSINESS_RUNWAY,Expense,B02:Expense,ACTIVE,qa.tile.expense,,,,,Reserve,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-0159 | Reserve | 50553.65,JOINED_REVIEW,Reserve transfer → Runway expense/movement proxy — REVIEW
162,MTR-APK-0162,Business,Business,Business Runway,Loan,Income,2026-01-16,16:22:04,2026-01-16 16:22:04,22549.2,INR,22549.2,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-0162 | Loan | 22549.20,Android,B04,BASELINE_1_500,CREATED,idem-20260902-apk-0162,android,B02,BUSINESS_RUNWAY,Revenue,B02:Revenue,ACTIVE,qa.tile.revenue,business.revenue.amount,,business.revenue.submit,,Loan,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-0162 | Loan | 22549.20,JOINED,Funding/Investment/Loan/Revenue → Runway Revenue
165,MTR-APK-0165,Business,Business,Business Runway,Investment,Income,2026-07-01,19:23:54,2026-07-01 19:23:54,21141.27,INR,21141.27,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-0165 | Investment | 21141.27,Android,B04,BASELINE_1_500,CREATED,idem-20260902-apk-0165,android,B02,BUSINESS_RUNWAY,Revenue,B02:Revenue,ACTIVE,qa.tile.revenue,business.revenue.amount,,business.revenue.submit,,Investment,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-0165 | Investment | 21141.27,JOINED,Funding/Investment/Loan/Revenue → Runway Revenue
168,MTR-APK-0168,Business,Business,Business Operations,Software,Expense,2026-03-27,12:13:27,2026-03-27 12:13:27,38578.27,INR,-38578.27,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-0168 | Software | 38578.27,Android,B04,BASELINE_1_500,CREATED,idem-20260902-apk-0168,android,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Software,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-0168 | Software | 38578.27,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
171,MTR-APK-0171,Business,Business,Business Operations,Rent,Expense,2026-08-03,15:45:47,2026-08-03 15:45:47,6934.75,INR,-6934.75,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-0171 | Rent | 6934.75,Android,B04,BASELINE_1_500,CREATED,idem-20260902-apk-0171,android,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Rent,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-0171 | Rent | 6934.75,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
174,MTR-APK-0174,Business,Business,Business Operations,Marketing,Expense,2025-10-27,22:04:55,2025-10-27 22:04:55,146934.41,INR,-146934.41,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-0174 | Marketing | 146934.41,Android,B04,BASELINE_1_500,CREATED,idem-20260902-apk-0174,android,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Marketing,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-0174 | Marketing | 146934.41,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
177,MTR-APK-0177,Business,Business,Business Operations,Legal,Expense,2026-08-19,15:50:28,2026-08-19 15:50:28,146197.37,INR,-146197.37,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-0177 | Legal | 146197.37,Android,B04,BASELINE_1_500,CREATED,idem-20260902-apk-0177,android,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Legal,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-0177 | Legal | 146197.37,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
180,MTR-APK-0180,Business,Business,Business Operations,Accounting,Expense,2025-10-04,07:30:10,2025-10-04 07:30:10,126345.62,INR,-126345.62,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-0180 | Accounting | 126345.62,Android,B04,BASELINE_1_500,CREATED,idem-20260902-apk-0180,android,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Accounting,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-0180 | Accounting | 126345.62,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
183,MTR-APK-0183,Business,Business,Business Operations,Equipment,Expense,2025-10-05,18:42:38,2025-10-05 18:42:38,28864.72,INR,-28864.72,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-0183 | Equipment | 28864.72,Android,B04,BASELINE_1_500,CREATED,idem-20260902-apk-0183,android,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Equipment,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-0183 | Equipment | 28864.72,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
186,MTR-APK-0186,Business,Business,Business Operations,Vendor,Expense,2026-04-25,04:09:11,2026-04-25 04:09:11,7924.5,INR,-7924.5,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-0186 | Vendor | 7924.50,Android,B04,BASELINE_1_500,CREATED,idem-20260902-apk-0186,android,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Vendor,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-0186 | Vendor | 7924.50,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
189,MTR-APK-0189,Business,Business,Business Operations,Tax,Expense,2026-03-27,12:40:26,2026-03-27 12:40:26,141708.15,INR,-141708.15,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-0189 | Tax | 141708.15,Android,B04,BASELINE_1_500,CREATED,idem-20260902-apk-0189,android,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Tax,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-0189 | Tax | 141708.15,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
192,MTR-APK-0192,Business,Business,Team Operations,Payroll,Expense,2025-11-23,05:02:14,2025-11-23 05:02:14,63303.28,INR,-63303.28,APK Owner,,,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-0192 | Payroll | 63303.28,Android,B04,BASELINE_1_500,CREATED,idem-20260902-apk-0192,android,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Payroll,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-0192 | Payroll | 63303.28,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
195,MTR-APK-0195,Business,Business,Team Operations,Contractor,Expense,2026-05-09,05:40:29,2026-05-09 05:40:29,59519.38,INR,-59519.38,APK Owner,,,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-0195 | Contractor | 59519.38,Android,B04,BASELINE_1_500,CREATED,idem-20260902-apk-0195,android,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Contractor,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-0195 | Contractor | 59519.38,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
198,MTR-APK-0198,Business,Business,Team Operations,Hiring,Expense,2026-02-27,07:37:29,2026-02-27 07:37:29,6912.13,INR,-6912.13,APK Owner,,,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-0198 | Hiring | 6912.13,Android,B04,BASELINE_1_500,CREATED,idem-20260902-apk-0198,android,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Hiring,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-0198 | Hiring | 6912.13,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
201,MTR-APK-0201,Business,Business,Team Operations,Team Meal,Expense,2026-01-12,18:46:55,2026-01-12 18:46:55,174474.2,INR,-174474.2,APK Owner,,,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-0201 | Team Meal | 174474.20,Android,B05,BASELINE_1_500,CREATED,idem-20260902-apk-0201,android,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Team Meal,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-0201 | Team Meal | 174474.20,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
204,MTR-APK-0204,Business,Business,Team Operations,Travel,Expense,2026-06-09,15:43:30,2026-06-09 15:43:30,61035.9,INR,-61035.9,APK Owner,,,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-0204 | Travel | 61035.90,Android,B05,BASELINE_1_500,CREATED,idem-20260902-apk-0204,android,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Travel,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-0204 | Travel | 61035.90,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
207,MTR-APK-0207,Business,Business,Team Operations,Training,Expense,2026-02-07,11:24:13,2026-02-07 11:24:13,160049.99,INR,-160049.99,APK Owner,,,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-0207 | Training | 160049.99,Android,B05,BASELINE_1_500,CREATED,idem-20260902-apk-0207,android,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Training,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-0207 | Training | 160049.99,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
210,MTR-APK-0210,Business,Business,Team Operations,Tools,Expense,2026-01-18,08:39:44,2026-01-18 08:39:44,41360.54,INR,-41360.54,APK Owner,,,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-0210 | Tools | 41360.54,Android,B05,BASELINE_1_500,CREATED,idem-20260902-apk-0210,android,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Tools,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-0210 | Tools | 41360.54,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
213,MTR-APK-0213,Business,Business,Business Runway,Funding,Income,2026-02-08,15:31:31,2026-02-08 15:31:31,6800.79,INR,6800.79,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-0213 | Funding | 6800.79,Android,B05,BASELINE_1_500,CREATED,idem-20260902-apk-0213,android,B02,BUSINESS_RUNWAY,Revenue,B02:Revenue,ACTIVE,qa.tile.revenue,business.revenue.amount,,business.revenue.submit,,Funding,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-0213 | Funding | 6800.79,JOINED,Funding/Investment/Loan/Revenue → Runway Revenue
216,MTR-APK-0216,Business,Business,Business Runway,Revenue,Income,2025-11-22,00:46:04,2025-11-22 00:46:04,158946.92,INR,158946.92,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-0216 | Revenue | 158946.92,Android,B05,BASELINE_1_500,CREATED,idem-20260902-apk-0216,android,B02,BUSINESS_RUNWAY,Revenue,B02:Revenue,ACTIVE,qa.tile.revenue,business.revenue.amount,,business.revenue.submit,,Revenue,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-0216 | Revenue | 158946.92,JOINED,Funding/Investment/Loan/Revenue → Runway Revenue
219,MTR-APK-0219,Business,Business,Business Runway,Burn,Expense,2026-08-31,23:13:09,2026-08-31 23:13:09,19749.86,INR,-19749.86,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-0219 | Burn | 19749.86,Android,B05,BASELINE_1_500,CREATED,idem-20260902-apk-0219,android,B02,BUSINESS_RUNWAY,Expense,B02:Expense,ACTIVE,qa.tile.expense,business.expense.amount,business.expense.note,business.expense.submit,,Burn,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-0219 | Burn | 19749.86,JOINED,Runway Log Expense
222,MTR-APK-0222,Business,Business,Business Runway,Reserve,Transfer,2025-12-10,21:35:17,2025-12-10 21:35:17,0.01,INR,0.0,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-0222 | Reserve | 0.01,Android,B05,BASELINE_1_500,CREATED,idem-20260902-apk-0222,android,B02,BUSINESS_RUNWAY,Expense,B02:Expense,ACTIVE,qa.tile.expense,,,,,Reserve,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-0222 | Reserve | 0.01,JOINED_REVIEW,Reserve transfer → Runway expense/movement proxy — REVIEW
225,MTR-APK-0225,Business,Business,Business Runway,Loan,Income,2025-11-18,10:12:52,2025-11-18 10:12:52,21563.35,INR,21563.35,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-0225 | Loan | 21563.35,Android,B05,BASELINE_1_500,CREATED,idem-20260902-apk-0225,android,B02,BUSINESS_RUNWAY,Revenue,B02:Revenue,ACTIVE,qa.tile.revenue,business.revenue.amount,,business.revenue.submit,,Loan,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-0225 | Loan | 21563.35,JOINED,Funding/Investment/Loan/Revenue → Runway Revenue
228,MTR-APK-0228,Business,Business,Business Runway,Investment,Income,2026-01-28,15:25:51,2026-01-28 15:25:51,77098.16,INR,77098.16,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-0228 | Investment | 77098.16,Android,B05,BASELINE_1_500,CREATED,idem-20260902-apk-0228,android,B02,BUSINESS_RUNWAY,Revenue,B02:Revenue,ACTIVE,qa.tile.revenue,business.revenue.amount,,business.revenue.submit,,Investment,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-0228 | Investment | 77098.16,JOINED,Funding/Investment/Loan/Revenue → Runway Revenue
231,MTR-APK-0231,Business,Business,Business Operations,Software,Expense,2026-02-27,04:55:16,2026-02-27 04:55:16,177635.06,INR,-177635.06,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-0231 | Software | 177635.06,Android,B05,BASELINE_1_500,CREATED,idem-20260902-apk-0231,android,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Software,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-0231 | Software | 177635.06,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
234,MTR-APK-0234,Business,Business,Business Operations,Rent,Expense,2026-04-18,06:10:27,2026-04-18 06:10:27,102103.73,INR,-102103.73,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-0234 | Rent | 102103.73,Android,B05,BASELINE_1_500,CREATED,idem-20260902-apk-0234,android,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Rent,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-0234 | Rent | 102103.73,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
237,MTR-APK-0237,Business,Business,Business Operations,Marketing,Expense,2026-07-08,23:47:34,2026-07-08 23:47:34,113310.73,INR,-113310.73,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-0237 | Marketing | 113310.73,Android,B05,BASELINE_1_500,CREATED,idem-20260902-apk-0237,android,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Marketing,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-0237 | Marketing | 113310.73,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
240,MTR-APK-0240,Business,Business,Business Operations,Legal,Expense,2025-12-13,06:16:24,2025-12-13 06:16:24,11133.25,INR,-11133.25,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-0240 | Legal | 11133.25,Android,B05,BASELINE_1_500,CREATED,idem-20260902-apk-0240,android,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Legal,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-0240 | Legal | 11133.25,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
243,MTR-APK-0243,Business,Business,Business Operations,Accounting,Expense,2025-11-13,09:20:28,2025-11-13 09:20:28,64523.13,INR,-64523.13,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-0243 | Accounting | 64523.13,Android,B05,BASELINE_1_500,CREATED,idem-20260902-apk-0243,android,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Accounting,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-0243 | Accounting | 64523.13,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
246,MTR-APK-0246,Business,Business,Business Operations,Equipment,Expense,2026-07-22,16:11:08,2026-07-22 16:11:08,32706.91,INR,-32706.91,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-0246 | Equipment | 32706.91,Android,B05,BASELINE_1_500,CREATED,idem-20260902-apk-0246,android,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Equipment,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-0246 | Equipment | 32706.91,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
