moment_family,moment_subtype,mapping_batch,group_moment_type,screen_id,figma_screen,figma_node,widget_id,figma_widget,widget_type,ui_label,field,table_column,supporting_tables,api_read,api_write,api_contract_excel,excel_mapping_status,android_binding,ios_binding,projection,gx2_status,closure_priority,notes
Shared Experience,TRIP,G-M1 Shared Experience,Shared Experience — Trip,GRP-SE-TRP-S01,Experience Pulse,575:14165,GRP-SE-TRP-S01-W020,Group Health Score,Pulse Metric,82 / 100,moment_id; participant_count; attention_count; task_open_count; budget_utilization; contribution_completion; latest_ai_insight_id; widget_payload; projection_version; updated_at,projection.group_pulse :: moment_id; participant_count; attention_count; task_open_count; budget_utilization; contribution_completion; latest_ai_insight_id; widget_payload; projection_version; updated_at,analytics.metric_current; analytics.attention_item; work.task; collaboration.moment_participant; finance.*,GET /v1/group/moments/:momentId/pulse,,GET /v1/group/moments/:momentId/pulse,PARTIAL,GroupPulseActiveContent / WeddingPulseActiveContent,GroupPulseActiveView / WeddingPulseActiveView,projection.group_pulse,FIGMA_GAP,P1,Exact widget_payload schema is not frozen for every Pulse widget; map explicit top-level fields directly and payload-only values as PARTIAL.
Shared Experience,TRIP,G-M1 Shared Experience,Shared Experience — Trip,GRP-SE-TRP-S01,Experience Pulse,575:14165,GRP-SE-TRP-S01-W021,Needs Attention,Attention List,Needs Attention · 3,moment_id; participant_count; attention_count; task_open_count; budget_utilization; contribution_completion; latest_ai_insight_id; widget_payload; projection_version; updated_at,projection.group_pulse :: moment_id; participant_count; attention_count; task_open_count; budget_utilization; contribution_completion; latest_ai_insight_id; widget_payload; projection_version; updated_at,analytics.metric_current; analytics.attention_item; work.task; collaboration.moment_participant; finance.*,GET /v1/group/moments/:momentId/pulse,,GET /v1/group/moments/:momentId/pulse,PARTIAL,GroupPulseActiveContent / WeddingPulseActiveContent,GroupPulseActiveView / WeddingPulseActiveView,projection.group_pulse,CLIENT_FIX,P1,Exact widget_payload schema is not frozen for every Pulse widget; map explicit top-level fields directly and payload-only values as PARTIAL.
Shared Experience,TRIP,G-M1 Shared Experience,Shared Experience — Trip,GRP-SE-TRP-S01,Experience Pulse,575:14165,GRP-SE-TRP-S01-W022,Attention Item — Confirmation,Attention Item,Goa restaurant guide · Confirm,moment_id; participant_count; attention_count; task_open_count; budget_utilization; contribution_completion; latest_ai_insight_id; widget_payload; projection_version; updated_at,projection.group_pulse :: moment_id; participant_count; attention_count; task_open_count; budget_utilization; contribution_completion; latest_ai_insight_id; widget_payload; projection_version; updated_at,analytics.metric_current; analytics.attention_item; work.task; collaboration.moment_participant; finance.*,GET /v1/group/moments/:momentId/pulse,,GET /v1/group/moments/:momentId/pulse,PARTIAL,GroupPulseActiveContent / WeddingPulseActiveContent,GroupPulseActiveView / WeddingPulseActiveView,projection.group_pulse,CLIENT_FIX,P1,Exact widget_payload schema is not frozen for every Pulse widget; map explicit top-level fields directly and payload-only values as PARTIAL.
Shared Experience,TRIP,G-M1 Shared Experience,Shared Experience — Trip,GRP-SE-TRP-S01,Experience Pulse,575:14165,GRP-SE-TRP-S01-W023,Attention Item — Split Reminder,Attention Item,Split request pending · Remind,moment_id; participant_count; attention_count; task_open_count; budget_utilization; contribution_completion; latest_ai_insight_id; widget_payload; projection_version; updated_at,projection.group_pulse :: moment_id; participant_count; attention_count; task_open_count; budget_utilization; contribution_completion; latest_ai_insight_id; widget_payload; projection_version; updated_at,analytics.metric_current; analytics.attention_item; work.task; collaboration.moment_participant; finance.*,GET /v1/group/moments/:momentId/pulse,,GET /v1/group/moments/:momentId/pulse,PARTIAL,GroupPulseActiveContent / WeddingPulseActiveContent,GroupPulseActiveView / WeddingPulseActiveView,projection.group_pulse,LOCAL_ONLY,P1,Exact widget_payload schema is not frozen for every Pulse widget; map explicit top-level fields directly and payload-only values as PARTIAL.
Shared Experience,TRIP,G-M1 Shared Experience,Shared Experience — Trip,GRP-SE-TRP-S01,Experience Pulse,575:14165,GRP-SE-TRP-S01-W024,Progress Tracker,Progress Card,75% Complete · 6/8 Tasks,moment_id; participant_count; attention_count; task_open_count; budget_utilization; contribution_completion; latest_ai_insight_id; widget_payload; projection_version; updated_at,projection.group_pulse :: moment_id; participant_count; attention_count; task_open_count; budget_utilization; contribution_completion; latest_ai_insight_id; widget_payload; projection_version; updated_at,analytics.metric_current; analytics.attention_item; work.task; collaboration.moment_participant; finance.*,GET /v1/group/moments/:momentId/pulse,,GET /v1/group/moments/:momentId/pulse,PARTIAL,GroupPulseActiveContent / WeddingPulseActiveContent,GroupPulseActiveView / WeddingPulseActiveView,projection.group_pulse,CLIENT_FIX,P1,Exact widget_payload schema is not frozen for every Pulse widget; map explicit top-level fields directly and payload-only values as PARTIAL.
Shared Experience,TRIP,G-M1 Shared Experience,Shared Experience — Trip,GRP-SE-TRP-S01,Experience Pulse,575:14165,GRP-SE-TRP-S01-W025,Budget Progress Metric,Progress Metric,Budget · ₹84K,snapshot: moment_id; currency_code; expense_total; budget_total; contribution_total; settled_total; outstanding_total; snapshot_payload; projection_version | position: participant_id; paid_total; allocated_total; contribution_total; payable_total; receivable_total; settled_total; net_position; projection_version,projection.group_finance_snapshot + projection.group_finance_position :: snapshot: moment_id; currency_code; expense_total; budget_total; contribution_total; settled_total; outstanding_total; snapshot_payload; projection_version | position: participant_id; paid_total; allocated_total; contribution_total; payable_total; receivable_total; settled_total; net_position; projection_version,finance.expense; finance.expense_share; finance.contribution; finance.participant_obligation; finance.settlement; finance.budget,GET /v1/group/moments/:momentId/finance,,GET /v1/group/moments/:momentId/finance,MAPPED,GroupPulseActiveContent / WeddingPulseActiveContent,GroupPulseActiveView / WeddingPulseActiveView,projection.group_finance_snapshot + projection.group_finance_position,WIRED,N/A,No backend field mapping required.
Shared Experience,TRIP,G-M1 Shared Experience,Shared Experience — Trip,GRP-SE-TRP-S01,Experience Pulse,575:14165,GRP-SE-TRP-S01-W026,Moments Count,Progress Metric,Moments · 5,moment_id; participant_count; attention_count; task_open_count; budget_utilization; contribution_completion; latest_ai_insight_id; widget_payload; projection_version; updated_at,projection.group_pulse :: moment_id; participant_count; attention_count; task_open_count; budget_utilization; contribution_completion; latest_ai_insight_id; widget_payload; projection_version; updated_at,analytics.metric_current; analytics.attention_item; work.task; collaboration.moment_participant; finance.*,GET /v1/group/moments/:momentId/pulse,,GET /v1/group/moments/:momentId/pulse,PARTIAL,GroupPulseActiveContent / WeddingPulseActiveContent,GroupPulseActiveView / WeddingPulseActiveView,projection.group_pulse,CLIENT_FIX,P1,Exact widget_payload schema is not frozen for every Pulse widget; map explicit top-level fields directly and payload-only values as PARTIAL.
Shared Experience,TRIP,G-M1 Shared Experience,Shared Experience — Trip,GRP-SE-TRP-S01,Experience Pulse,575:14165,GRP-SE-TRP-S01-W027,Participation Section,Participation List,Participation,moment_id; participant_count; attention_count; task_open_count; budget_utilization; contribution_completion; latest_ai_insight_id; widget_payload; projection_version; updated_at,projection.group_pulse :: moment_id; participant_count; attention_count; task_open_count; budget_utilization; contribution_completion; latest_ai_insight_id; widget_payload; projection_version; updated_at,analytics.metric_current; analytics.attention_item; work.task; collaboration.moment_participant; finance.*,GET /v1/group/moments/:momentId/pulse,,GET /v1/group/moments/:momentId/pulse,PARTIAL,GroupPulseActiveContent / WeddingPulseActiveContent,GroupPulseActiveView / WeddingPulseActiveView,projection.group_pulse,CLIENT_FIX,P1,Exact widget_payload schema is not frozen for every Pulse widget; map explicit top-level fields directly and payload-only values as PARTIAL.
Shared Experience,TRIP,G-M1 Shared Experience,Shared Experience — Trip,GRP-SE-TRP-S01,Experience Pulse,575:14165,GRP-SE-TRP-S01-W028,Organizer Participation,Participation Row,Aman (Organizer) · 92%,moment_id; participant_count; attention_count; task_open_count; budget_utilization; contribution_completion; latest_ai_insight_id; widget_payload; projection_version; updated_at,projection.group_pulse :: moment_id; participant_count; attention_count; task_open_count; budget_utilization; contribution_completion; latest_ai_insight_id; widget_payload; projection_version; updated_at,analytics.metric_current; analytics.attention_item; work.task; collaboration.moment_participant; finance.*,GET /v1/group/moments/:momentId/pulse,,GET /v1/group/moments/:momentId/pulse,PARTIAL,GroupPulseActiveContent / WeddingPulseActiveContent,GroupPulseActiveView / WeddingPulseActiveView,projection.group_pulse,CLIENT_FIX,P1,Exact widget_payload schema is not frozen for every Pulse widget; map explicit top-level fields directly and payload-only values as PARTIAL.
Shared Experience,TRIP,G-M1 Shared Experience,Shared Experience — Trip,GRP-SE-TRP-S01,Experience Pulse,575:14165,GRP-SE-TRP-S01-W029,Member Participation,Participation Row,Ravi · 78%,moment_id; participant_count; attention_count; task_open_count; budget_utilization; contribution_completion; latest_ai_insight_id; widget_payload; projection_version; updated_at,projection.group_pulse :: moment_id; participant_count; attention_count; task_open_count; budget_utilization; contribution_completion; latest_ai_insight_id; widget_payload; projection_version; updated_at,analytics.metric_current; analytics.attention_item; work.task; collaboration.moment_participant; finance.*,GET /v1/group/moments/:momentId/pulse,,GET /v1/group/moments/:momentId/pulse,PARTIAL,GroupPulseActiveContent / WeddingPulseActiveContent,GroupPulseActiveView / WeddingPulseActiveView,projection.group_pulse,CLIENT_FIX,P1,Exact widget_payload schema is not frozen for every Pulse widget; map explicit top-level fields directly and payload-only values as PARTIAL.
Shared Experience,TRIP,G-M1 Shared Experience,Shared Experience — Trip,GRP-SE-TRP-S01,Experience Pulse,575:14165,GRP-SE-TRP-S01-W030,Settlement & Contributions,Finance Card,Settlement & Contributions,snapshot: moment_id; currency_code; expense_total; budget_total; contribution_total; settled_total; outstanding_total; snapshot_payload; projection_version | position: participant_id; paid_total; allocated_total; contribution_total; payable_total; receivable_total; settled_total; net_position; projection_version,projection.group_finance_snapshot + projection.group_finance_position :: snapshot: moment_id; currency_code; expense_total; budget_total; contribution_total; settled_total; outstanding_total; snapshot_payload; projection_version | position: participant_id; paid_total; allocated_total; contribution_total; payable_total; receivable_total; settled_total; net_position; projection_version,finance.expense; finance.expense_share; finance.contribution; finance.participant_obligation; finance.settlement; finance.budget,GET /v1/group/moments/:momentId/finance,,GET /v1/group/moments/:momentId/finance,MAPPED,GroupPulseActiveContent / WeddingPulseActiveContent,GroupPulseActiveView / WeddingPulseActiveView,projection.group_finance_snapshot + projection.group_finance_position,WIRED,N/A,No backend field mapping required.
Shared Experience,TRIP,G-M1 Shared Experience,Shared Experience — Trip,GRP-SE-TRP-S01,Experience Pulse,575:14165,GRP-SE-TRP-S01-W031,View Splits CTA,Navigation Action,View Splits →,N/A,N/A :: N/A,N/A,,,,STATIC,GroupPulseActiveContent / WeddingPulseActiveContent,GroupPulseActiveView / WeddingPulseActiveView,,LOCAL_ONLY,N/A,No backend field mapping required.
Shared Experience,TRIP,G-M1 Shared Experience,Shared Experience — Trip,GRP-SE-TRP-S01,Experience Pulse,575:14165,GRP-SE-TRP-S01-W032,Your Balance,Finance Metric,"You owe ₹2,400",snapshot: moment_id; currency_code; expense_total; budget_total; contribution_total; settled_total; outstanding_total; snapshot_payload; projection_version | position: participant_id; paid_total; allocated_total; contribution_total; payable_total; receivable_total; settled_total; net_position; projection_version,projection.group_finance_snapshot + projection.group_finance_position :: snapshot: moment_id; currency_code; expense_total; budget_total; contribution_total; settled_total; outstanding_total; snapshot_payload; projection_version | position: participant_id; paid_total; allocated_total; contribution_total; payable_total; receivable_total; settled_total; net_position; projection_version,finance.expense; finance.expense_share; finance.contribution; finance.participant_obligation; finance.settlement; finance.budget,GET /v1/group/moments/:momentId/finance,,GET /v1/group/moments/:momentId/finance,MAPPED,GroupPulseActiveContent / WeddingPulseActiveContent,GroupPulseActiveView / WeddingPulseActiveView,projection.group_finance_snapshot + projection.group_finance_position,WIRED,N/A,No backend field mapping required.
Shared Experience,TRIP,G-M1 Shared Experience,Shared Experience — Trip,GRP-SE-TRP-S01,Experience Pulse,575:14165,GRP-SE-TRP-S01-W033,Total Pool,Finance Metric,"₹18,450",snapshot: moment_id; currency_code; expense_total; budget_total; contribution_total; settled_total; outstanding_total; snapshot_payload; projection_version | position: participant_id; paid_total; allocated_total; contribution_total; payable_total; receivable_total; settled_total; net_position; projection_version,projection.group_finance_snapshot + projection.group_finance_position :: snapshot: moment_id; currency_code; expense_total; budget_total; contribution_total; settled_total; outstanding_total; snapshot_payload; projection_version | position: participant_id; paid_total; allocated_total; contribution_total; payable_total; receivable_total; settled_total; net_position; projection_version,finance.expense; finance.expense_share; finance.contribution; finance.participant_obligation; finance.settlement; finance.budget,GET /v1/group/moments/:momentId/finance,,GET /v1/group/moments/:momentId/finance,MAPPED,GroupPulseActiveContent / WeddingPulseActiveContent,GroupPulseActiveView / WeddingPulseActiveView,projection.group_finance_snapshot + projection.group_finance_position,WIRED,N/A,No backend field mapping required.
Shared Experience,TRIP,G-M1 Shared Experience,Shared Experience — Trip,GRP-SE-TRP-S01,Experience Pulse,575:14165,GRP-SE-TRP-S01-W034,Shared Expenses,Finance Metric,"₹12,200",snapshot: moment_id; currency_code; expense_total; budget_total; contribution_total; settled_total; outstanding_total; snapshot_payload; projection_version | position: participant_id; paid_total; allocated_total; contribution_total; payable_total; receivable_total; settled_total; net_position; projection_version,projection.group_finance_snapshot + projection.group_finance_position :: snapshot: moment_id; currency_code; expense_total; budget_total; contribution_total; settled_total; outstanding_total; snapshot_payload; projection_version | position: participant_id; paid_total; allocated_total; contribution_total; payable_total; receivable_total; settled_total; net_position; projection_version,finance.expense; finance.expense_share; finance.contribution; finance.participant_obligation; finance.settlement; finance.budget,GET /v1/group/moments/:momentId/finance,,GET /v1/group/moments/:momentId/finance,MAPPED,GroupPulseActiveContent / WeddingPulseActiveContent,GroupPulseActiveView / WeddingPulseActiveView,projection.group_finance_snapshot + projection.group_finance_position,WIRED,N/A,No backend field mapping required.
Shared Experience,TRIP,G-M1 Shared Experience,Shared Experience — Trip,GRP-SE-TRP-S01,Experience Pulse,575:14165,GRP-SE-TRP-S01-W035,Individual Contributions,Finance Metric,"₹6,250",snapshot: moment_id; currency_code; expense_total; budget_total; contribution_total; settled_total; outstanding_total; snapshot_payload; projection_version | position: participant_id; paid_total; allocated_total; contribution_total; payable_total; receivable_total; settled_total; net_position; projection_version,projection.group_finance_snapshot + projection.group_finance_position :: snapshot: moment_id; currency_code; expense_total; budget_total; contribution_total; settled_total; outstanding_total; snapshot_payload; projection_version | position: participant_id; paid_total; allocated_total; contribution_total; payable_total; receivable_total; settled_total; net_position; projection_version,finance.expense; finance.expense_share; finance.contribution; finance.participant_obligation; finance.settlement; finance.budget,GET /v1/group/moments/:momentId/finance,,GET /v1/group/moments/:momentId/finance,MAPPED,GroupPulseActiveContent / WeddingPulseActiveContent,GroupPulseActiveView / WeddingPulseActiveView,projection.group_finance_snapshot + projection.group_finance_position,WIRED,N/A,No backend field mapping required.
