Sequence,Txn_ID,Mode,Family,Moment,Quick_Add,Semantic_Type,Txn_Date,Txn_Time,Timestamp,Amount,Currency,Expected_Signed_Amount,Paid_By,Participant_Count,Split_Method,Description,Device_Target,Run_Batch,Backend_Load_Band,Expected_Status,Idempotency_Key,Platform,catalog_moment_id,catalog_moment_type,catalog_quick_add,catalog_id,catalog_status,tile_maestro_id,amount_maestro_id,note_maestro_id,submit_maestro_id,split_maestro_id,category_value,correlation_note,join_status,join_notes
3,MTR-IOS-0003,Business,Business,Team Operations,Payroll,Expense,2026-04-19,12:08:42,2026-04-19 12:08:42,57453.63,INR,-57453.63,IOS Owner,,,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-0003 | Payroll | 57453.63,iPhone,B01,BASELINE_1_500,CREATED,idem-20260902-ios-0003,ios,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Payroll,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-0003 | Payroll | 57453.63,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
126,MTR-IOS-0126,Business,Business,Business Operations,Tax,Expense,2025-11-20,19:24:30,2025-11-20 19:24:30,147664.79,INR,-147664.79,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-0126 | Tax | 147664.79,iPhone,B03,BASELINE_1_500,CREATED,idem-20260902-ios-0126,ios,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Tax,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-0126 | Tax | 147664.79,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
129,MTR-IOS-0129,Business,Business,Team Operations,Payroll,Expense,2026-04-18,03:03:17,2026-04-18 03:03:17,145801.42,INR,-145801.42,IOS Owner,,,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-0129 | Payroll | 145801.42,iPhone,B03,BASELINE_1_500,CREATED,idem-20260902-ios-0129,ios,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Payroll,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-0129 | Payroll | 145801.42,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
132,MTR-IOS-0132,Business,Business,Team Operations,Contractor,Expense,2025-10-18,07:54:57,2025-10-18 07:54:57,50810.92,INR,-50810.92,IOS Owner,,,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-0132 | Contractor | 50810.92,iPhone,B03,BASELINE_1_500,CREATED,idem-20260902-ios-0132,ios,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Contractor,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-0132 | Contractor | 50810.92,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
135,MTR-IOS-0135,Business,Business,Team Operations,Hiring,Expense,2025-10-11,10:22:36,2025-10-11 10:22:36,23755.77,INR,-23755.77,IOS Owner,,,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-0135 | Hiring | 23755.77,iPhone,B03,BASELINE_1_500,CREATED,idem-20260902-ios-0135,ios,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Hiring,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-0135 | Hiring | 23755.77,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
138,MTR-IOS-0138,Business,Business,Team Operations,Team Meal,Expense,2026-05-04,03:14:44,2026-05-04 03:14:44,111815.52,INR,-111815.52,IOS Owner,,,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-0138 | Team Meal | 111815.52,iPhone,B03,BASELINE_1_500,CREATED,idem-20260902-ios-0138,ios,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Team Meal,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-0138 | Team Meal | 111815.52,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
141,MTR-IOS-0141,Business,Business,Team Operations,Travel,Expense,2026-06-22,13:27:09,2026-06-22 13:27:09,65923.33,INR,-65923.33,IOS Owner,,,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-0141 | Travel | 65923.33,iPhone,B03,BASELINE_1_500,CREATED,idem-20260902-ios-0141,ios,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Travel,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-0141 | Travel | 65923.33,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
144,MTR-IOS-0144,Business,Business,Team Operations,Training,Expense,2026-03-20,10:38:17,2026-03-20 10:38:17,146788.26,INR,-146788.26,IOS Owner,,,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-0144 | Training | 146788.26,iPhone,B03,BASELINE_1_500,CREATED,idem-20260902-ios-0144,ios,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Training,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-0144 | Training | 146788.26,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
147,MTR-IOS-0147,Business,Business,Team Operations,Tools,Expense,2026-08-03,09:31:33,2026-08-03 09:31:33,93638.52,INR,-93638.52,IOS Owner,,,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-0147 | Tools | 93638.52,iPhone,B03,BASELINE_1_500,CREATED,idem-20260902-ios-0147,ios,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Tools,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-0147 | Tools | 93638.52,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
150,MTR-IOS-0150,Business,Business,Business Runway,Funding,Income,2026-06-19,21:57:29,2026-06-19 21:57:29,46466.32,INR,46466.32,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-0150 | Funding | 46466.32,iPhone,B03,BASELINE_1_500,CREATED,idem-20260902-ios-0150,ios,B02,BUSINESS_RUNWAY,Revenue,B02:Revenue,ACTIVE,qa.tile.revenue,business.revenue.amount,,business.revenue.submit,,Funding,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-0150 | Funding | 46466.32,JOINED,Funding/Investment/Loan/Revenue → Runway Revenue
153,MTR-IOS-0153,Business,Business,Business Runway,Revenue,Income,2026-02-26,01:09:11,2026-02-26 01:09:11,62765.08,INR,62765.08,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-0153 | Revenue | 62765.08,iPhone,B04,BASELINE_1_500,CREATED,idem-20260902-ios-0153,ios,B02,BUSINESS_RUNWAY,Revenue,B02:Revenue,ACTIVE,qa.tile.revenue,business.revenue.amount,,business.revenue.submit,,Revenue,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-0153 | Revenue | 62765.08,JOINED,Funding/Investment/Loan/Revenue → Runway Revenue
156,MTR-IOS-0156,Business,Business,Business Runway,Burn,Expense,2025-10-05,16:19:49,2025-10-05 16:19:49,93486.41,INR,-93486.41,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-0156 | Burn | 93486.41,iPhone,B04,BASELINE_1_500,CREATED,idem-20260902-ios-0156,ios,B02,BUSINESS_RUNWAY,Expense,B02:Expense,ACTIVE,qa.tile.expense,business.expense.amount,business.expense.note,business.expense.submit,,Burn,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-0156 | Burn | 93486.41,JOINED,Runway Log Expense
159,MTR-IOS-0159,Business,Business,Business Runway,Reserve,Transfer,2025-12-15,13:33:47,2025-12-15 13:33:47,58015.12,INR,0.0,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-0159 | Reserve | 58015.12,iPhone,B04,BASELINE_1_500,CREATED,idem-20260902-ios-0159,ios,B02,BUSINESS_RUNWAY,Expense,B02:Expense,ACTIVE,qa.tile.expense,,,,,Reserve,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-0159 | Reserve | 58015.12,JOINED_REVIEW,Reserve transfer → Runway expense/movement proxy — REVIEW
162,MTR-IOS-0162,Business,Business,Business Runway,Loan,Income,2025-10-02,06:40:18,2025-10-02 06:40:18,101981.99,INR,101981.99,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-0162 | Loan | 101981.99,iPhone,B04,BASELINE_1_500,CREATED,idem-20260902-ios-0162,ios,B02,BUSINESS_RUNWAY,Revenue,B02:Revenue,ACTIVE,qa.tile.revenue,business.revenue.amount,,business.revenue.submit,,Loan,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-0162 | Loan | 101981.99,JOINED,Funding/Investment/Loan/Revenue → Runway Revenue
165,MTR-IOS-0165,Business,Business,Business Runway,Investment,Income,2026-04-17,06:30:13,2026-04-17 06:30:13,97120.68,INR,97120.68,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-0165 | Investment | 97120.68,iPhone,B04,BASELINE_1_500,CREATED,idem-20260902-ios-0165,ios,B02,BUSINESS_RUNWAY,Revenue,B02:Revenue,ACTIVE,qa.tile.revenue,business.revenue.amount,,business.revenue.submit,,Investment,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-0165 | Investment | 97120.68,JOINED,Funding/Investment/Loan/Revenue → Runway Revenue
168,MTR-IOS-0168,Business,Business,Business Operations,Software,Expense,2026-08-31,18:30:30,2026-08-31 18:30:30,67031.19,INR,-67031.19,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-0168 | Software | 67031.19,iPhone,B04,BASELINE_1_500,CREATED,idem-20260902-ios-0168,ios,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Software,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-0168 | Software | 67031.19,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
171,MTR-IOS-0171,Business,Business,Business Operations,Rent,Expense,2026-08-16,19:31:49,2026-08-16 19:31:49,135639.59,INR,-135639.59,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-0171 | Rent | 135639.59,iPhone,B04,BASELINE_1_500,CREATED,idem-20260902-ios-0171,ios,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Rent,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-0171 | Rent | 135639.59,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
174,MTR-IOS-0174,Business,Business,Business Operations,Marketing,Expense,2026-06-23,07:42:30,2026-06-23 07:42:30,78643.26,INR,-78643.26,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-0174 | Marketing | 78643.26,iPhone,B04,BASELINE_1_500,CREATED,idem-20260902-ios-0174,ios,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Marketing,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-0174 | Marketing | 78643.26,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
177,MTR-IOS-0177,Business,Business,Business Operations,Legal,Expense,2026-03-30,16:36:57,2026-03-30 16:36:57,61147.29,INR,-61147.29,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-0177 | Legal | 61147.29,iPhone,B04,BASELINE_1_500,CREATED,idem-20260902-ios-0177,ios,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Legal,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-0177 | Legal | 61147.29,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
180,MTR-IOS-0180,Business,Business,Business Operations,Accounting,Expense,2026-08-27,20:42:38,2026-08-27 20:42:38,62879.88,INR,-62879.88,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-0180 | Accounting | 62879.88,iPhone,B04,BASELINE_1_500,CREATED,idem-20260902-ios-0180,ios,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Accounting,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-0180 | Accounting | 62879.88,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
183,MTR-IOS-0183,Business,Business,Business Operations,Equipment,Expense,2026-05-14,03:04:25,2026-05-14 03:04:25,117344.54,INR,-117344.54,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-0183 | Equipment | 117344.54,iPhone,B04,BASELINE_1_500,CREATED,idem-20260902-ios-0183,ios,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Equipment,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-0183 | Equipment | 117344.54,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
186,MTR-IOS-0186,Business,Business,Business Operations,Vendor,Expense,2025-09-14,12:18:18,2025-09-14 12:18:18,68985.53,INR,-68985.53,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-0186 | Vendor | 68985.53,iPhone,B04,BASELINE_1_500,CREATED,idem-20260902-ios-0186,ios,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Vendor,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-0186 | Vendor | 68985.53,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
189,MTR-IOS-0189,Business,Business,Business Operations,Tax,Expense,2026-05-25,18:20:41,2026-05-25 18:20:41,49872.54,INR,-49872.54,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-0189 | Tax | 49872.54,iPhone,B04,BASELINE_1_500,CREATED,idem-20260902-ios-0189,ios,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Tax,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-0189 | Tax | 49872.54,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
192,MTR-IOS-0192,Business,Business,Team Operations,Payroll,Expense,2025-09-28,04:48:17,2025-09-28 04:48:17,112911.32,INR,-112911.32,IOS Owner,,,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-0192 | Payroll | 112911.32,iPhone,B04,BASELINE_1_500,CREATED,idem-20260902-ios-0192,ios,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Payroll,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-0192 | Payroll | 112911.32,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
195,MTR-IOS-0195,Business,Business,Team Operations,Contractor,Expense,2026-07-28,16:52:25,2026-07-28 16:52:25,18718.25,INR,-18718.25,IOS Owner,,,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-0195 | Contractor | 18718.25,iPhone,B04,BASELINE_1_500,CREATED,idem-20260902-ios-0195,ios,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Contractor,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-0195 | Contractor | 18718.25,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
198,MTR-IOS-0198,Business,Business,Team Operations,Hiring,Expense,2025-09-06,21:32:09,2025-09-06 21:32:09,65142.73,INR,-65142.73,IOS Owner,,,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-0198 | Hiring | 65142.73,iPhone,B04,BASELINE_1_500,CREATED,idem-20260902-ios-0198,ios,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Hiring,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-0198 | Hiring | 65142.73,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
201,MTR-IOS-0201,Business,Business,Team Operations,Team Meal,Expense,2026-01-01,00:08:42,2026-01-01 00:08:42,29009.96,INR,-29009.96,IOS Owner,,,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-0201 | Team Meal | 29009.96,iPhone,B05,BASELINE_1_500,CREATED,idem-20260902-ios-0201,ios,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Team Meal,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-0201 | Team Meal | 29009.96,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
204,MTR-IOS-0204,Business,Business,Team Operations,Travel,Expense,2026-06-16,21:38:39,2026-06-16 21:38:39,141787.26,INR,-141787.26,IOS Owner,,,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-0204 | Travel | 141787.26,iPhone,B05,BASELINE_1_500,CREATED,idem-20260902-ios-0204,ios,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Travel,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-0204 | Travel | 141787.26,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
207,MTR-IOS-0207,Business,Business,Team Operations,Training,Expense,2026-03-17,23:36:17,2026-03-17 23:36:17,102659.76,INR,-102659.76,IOS Owner,,,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-0207 | Training | 102659.76,iPhone,B05,BASELINE_1_500,CREATED,idem-20260902-ios-0207,ios,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Training,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-0207 | Training | 102659.76,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
210,MTR-IOS-0210,Business,Business,Team Operations,Tools,Expense,2025-11-21,11:13:30,2025-11-21 11:13:30,12020.39,INR,-12020.39,IOS Owner,,,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-0210 | Tools | 12020.39,iPhone,B05,BASELINE_1_500,CREATED,idem-20260902-ios-0210,ios,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Tools,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-0210 | Tools | 12020.39,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
213,MTR-IOS-0213,Business,Business,Business Runway,Funding,Income,2026-05-15,07:52:43,2026-05-15 07:52:43,150823.97,INR,150823.97,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-0213 | Funding | 150823.97,iPhone,B05,BASELINE_1_500,CREATED,idem-20260902-ios-0213,ios,B02,BUSINESS_RUNWAY,Revenue,B02:Revenue,ACTIVE,qa.tile.revenue,business.revenue.amount,,business.revenue.submit,,Funding,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-0213 | Funding | 150823.97,JOINED,Funding/Investment/Loan/Revenue → Runway Revenue
216,MTR-IOS-0216,Business,Business,Business Runway,Revenue,Income,2025-10-18,18:59:39,2025-10-18 18:59:39,71822.9,INR,71822.9,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-0216 | Revenue | 71822.90,iPhone,B05,BASELINE_1_500,CREATED,idem-20260902-ios-0216,ios,B02,BUSINESS_RUNWAY,Revenue,B02:Revenue,ACTIVE,qa.tile.revenue,business.revenue.amount,,business.revenue.submit,,Revenue,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-0216 | Revenue | 71822.90,JOINED,Funding/Investment/Loan/Revenue → Runway Revenue
219,MTR-IOS-0219,Business,Business,Business Runway,Burn,Expense,2026-03-18,21:55:40,2026-03-18 21:55:40,36982.47,INR,-36982.47,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-0219 | Burn | 36982.47,iPhone,B05,BASELINE_1_500,CREATED,idem-20260902-ios-0219,ios,B02,BUSINESS_RUNWAY,Expense,B02:Expense,ACTIVE,qa.tile.expense,business.expense.amount,business.expense.note,business.expense.submit,,Burn,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-0219 | Burn | 36982.47,JOINED,Runway Log Expense
222,MTR-IOS-0222,Business,Business,Business Runway,Reserve,Transfer,2026-06-02,23:50:27,2026-06-02 23:50:27,0.01,INR,0.0,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-0222 | Reserve | 0.01,iPhone,B05,BASELINE_1_500,CREATED,idem-20260902-ios-0222,ios,B02,BUSINESS_RUNWAY,Expense,B02:Expense,ACTIVE,qa.tile.expense,,,,,Reserve,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-0222 | Reserve | 0.01,JOINED_REVIEW,Reserve transfer → Runway expense/movement proxy — REVIEW
225,MTR-IOS-0225,Business,Business,Business Runway,Loan,Income,2025-09-26,11:14:25,2025-09-26 11:14:25,30702.93,INR,30702.93,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-0225 | Loan | 30702.93,iPhone,B05,BASELINE_1_500,CREATED,idem-20260902-ios-0225,ios,B02,BUSINESS_RUNWAY,Revenue,B02:Revenue,ACTIVE,qa.tile.revenue,business.revenue.amount,,business.revenue.submit,,Loan,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-0225 | Loan | 30702.93,JOINED,Funding/Investment/Loan/Revenue → Runway Revenue
228,MTR-IOS-0228,Business,Business,Business Runway,Investment,Income,2026-07-14,04:12:46,2026-07-14 04:12:46,5858.7,INR,5858.7,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-0228 | Investment | 5858.70,iPhone,B05,BASELINE_1_500,CREATED,idem-20260902-ios-0228,ios,B02,BUSINESS_RUNWAY,Revenue,B02:Revenue,ACTIVE,qa.tile.revenue,business.revenue.amount,,business.revenue.submit,,Investment,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-0228 | Investment | 5858.70,JOINED,Funding/Investment/Loan/Revenue → Runway Revenue
231,MTR-IOS-0231,Business,Business,Business Operations,Software,Expense,2026-02-13,14:42:54,2026-02-13 14:42:54,131467.35,INR,-131467.35,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-0231 | Software | 131467.35,iPhone,B05,BASELINE_1_500,CREATED,idem-20260902-ios-0231,ios,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Software,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-0231 | Software | 131467.35,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
234,MTR-IOS-0234,Business,Business,Business Operations,Rent,Expense,2025-10-13,23:26:57,2025-10-13 23:26:57,145928.31,INR,-145928.31,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-0234 | Rent | 145928.31,iPhone,B05,BASELINE_1_500,CREATED,idem-20260902-ios-0234,ios,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Rent,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-0234 | Rent | 145928.31,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
237,MTR-IOS-0237,Business,Business,Business Operations,Marketing,Expense,2025-10-11,02:25:58,2025-10-11 02:25:58,129268.79,INR,-129268.79,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-0237 | Marketing | 129268.79,iPhone,B05,BASELINE_1_500,CREATED,idem-20260902-ios-0237,ios,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Marketing,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-0237 | Marketing | 129268.79,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
240,MTR-IOS-0240,Business,Business,Business Operations,Legal,Expense,2026-03-14,13:26:01,2026-03-14 13:26:01,71306.11,INR,-71306.11,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-0240 | Legal | 71306.11,iPhone,B05,BASELINE_1_500,CREATED,idem-20260902-ios-0240,ios,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Legal,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-0240 | Legal | 71306.11,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
243,MTR-IOS-0243,Business,Business,Business Operations,Accounting,Expense,2026-05-29,19:50:17,2026-05-29 19:50:17,29167.01,INR,-29167.01,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-0243 | Accounting | 29167.01,iPhone,B05,BASELINE_1_500,CREATED,idem-20260902-ios-0243,ios,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Accounting,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-0243 | Accounting | 29167.01,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
246,MTR-IOS-0246,Business,Business,Business Operations,Equipment,Expense,2025-10-25,16:14:32,2025-10-25 16:14:32,36231.77,INR,-36231.77,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-0246 | Equipment | 36231.77,iPhone,B05,BASELINE_1_500,CREATED,idem-20260902-ios-0246,ios,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Equipment,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-0246 | Equipment | 36231.77,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
