Sequence,Txn_ID,Mode,Family,Moment,Quick_Add,Semantic_Type,Txn_Date,Txn_Time,Timestamp,Amount,Currency,Expected_Signed_Amount,Paid_By,Participant_Count,Split_Method,Description,Device_Target,Run_Batch,Backend_Load_Band,Expected_Status,Idempotency_Key,Platform,catalog_moment_id,catalog_moment_type,catalog_quick_add,catalog_id,catalog_status,tile_maestro_id,amount_maestro_id,note_maestro_id,submit_maestro_id,split_maestro_id,category_value,correlation_note,join_status,join_notes
2,MTR-IOS-0002,Group,Shared Experience,Trip,Travel,Expense,2026-01-01,17:33:29,2026-01-01 17:33:29,26868.32,INR,-26868.32,IOS Owner,3,EQUAL,MAESTRO-IOS-GROUP-TRIP-0002 | Travel | 26868.32,iPhone,B01,BASELINE_1_500,CREATED,idem-20260902-ios-0002,ios,G01,TRIP,Expense,G01:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.equal,Travel,MAESTRO-IOS-GROUP-TRIP-0002 | Travel | 26868.32,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
125,MTR-IOS-0125,Group,Shared Living,Flatmates,Groceries,Expense,2026-05-19,07:22:52,2026-05-19 07:22:52,6259.59,INR,-6259.59,IOS Meera,3,PERCENTAGE,MAESTRO-IOS-GROUP-FLATMATES-0125 | Groceries | 6259.59,iPhone,B03,BASELINE_1_500,CREATED,idem-20260902-ios-0125,ios,G09,FLATMATES,Expense,G09:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.percentage,Groceries,MAESTRO-IOS-GROUP-FLATMATES-0125 | Groceries | 6259.59,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
128,MTR-IOS-0128,Group,Shared Living,Flatmates,Internet,Expense,2025-10-31,20:13:10,2025-10-31 20:13:10,21504.53,INR,-21504.53,IOS Owner,3,EXACT,MAESTRO-IOS-GROUP-FLATMATES-0128 | Internet | 21504.53,iPhone,B03,BASELINE_1_500,CREATED,idem-20260902-ios-0128,ios,G09,FLATMATES,Expense,G09:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.exact,Internet,MAESTRO-IOS-GROUP-FLATMATES-0128 | Internet | 21504.53,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
131,MTR-IOS-0131,Group,Shared Living,Flatmates,House Supplies,Expense,2026-04-10,06:35:07,2026-04-10 06:35:07,20374.27,INR,-20374.27,IOS Aarav,3,SHARES,MAESTRO-IOS-GROUP-FLATMATES-0131 | House Supplies | 20374.27,iPhone,B03,BASELINE_1_500,CREATED,idem-20260902-ios-0131,ios,G09,FLATMATES,Expense,G09:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.shares,House Supplies,MAESTRO-IOS-GROUP-FLATMATES-0131 | House Supplies | 20374.27,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
134,MTR-IOS-0134,Group,Shared Living,Flatmates,Repairs,Expense,2026-04-03,09:03:48,2026-04-03 09:03:48,5377.39,INR,-5377.39,IOS Meera,3,EQUAL,MAESTRO-IOS-GROUP-FLATMATES-0134 | Repairs | 5377.39,iPhone,B03,BASELINE_1_500,CREATED,idem-20260902-ios-0134,ios,G09,FLATMATES,Expense,G09:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.equal,Repairs,MAESTRO-IOS-GROUP-FLATMATES-0134 | Repairs | 5377.39,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
137,MTR-IOS-0137,Group,Shared Living,Shared Living,Rent,Expense,2025-10-24,19:24:14,2025-10-24 19:24:14,14722.69,INR,-14722.69,IOS Owner,3,PERCENTAGE,MAESTRO-IOS-GROUP-SHARED_LIVING-0137 | Rent | 14722.69,iPhone,B03,BASELINE_1_500,CREATED,idem-20260902-ios-0137,ios,G11,CO_LIVING,Expense,G11:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.percentage,Rent,MAESTRO-IOS-GROUP-SHARED_LIVING-0137 | Rent | 14722.69,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
140,MTR-IOS-0140,Group,Shared Living,Shared Living,Utilities,Expense,2026-04-08,07:51:26,2026-04-08 07:51:26,17152.95,INR,-17152.95,IOS Aarav,3,EXACT,MAESTRO-IOS-GROUP-SHARED_LIVING-0140 | Utilities | 17152.95,iPhone,B03,BASELINE_1_500,CREATED,idem-20260902-ios-0140,ios,G11,CO_LIVING,Expense,G11:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.exact,Utilities,MAESTRO-IOS-GROUP-SHARED_LIVING-0140 | Utilities | 17152.95,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
143,MTR-IOS-0143,Group,Shared Living,Shared Living,Groceries,Expense,2026-08-17,10:35:35,2026-08-17 10:35:35,23736.03,INR,-23736.03,IOS Meera,3,SHARES,MAESTRO-IOS-GROUP-SHARED_LIVING-0143 | Groceries | 23736.03,iPhone,B03,BASELINE_1_500,CREATED,idem-20260902-ios-0143,ios,G11,CO_LIVING,Expense,G11:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.shares,Groceries,MAESTRO-IOS-GROUP-SHARED_LIVING-0143 | Groceries | 23736.03,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
146,MTR-IOS-0146,Group,Shared Living,Shared Living,Maintenance,Expense,2026-02-18,06:02:21,2026-02-18 06:02:21,10279.0,INR,-10279.0,IOS Owner,3,EQUAL,MAESTRO-IOS-GROUP-SHARED_LIVING-0146 | Maintenance | 10279.00,iPhone,B03,BASELINE_1_500,CREATED,idem-20260902-ios-0146,ios,G11,CO_LIVING,Expense,G11:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.equal,Maintenance,MAESTRO-IOS-GROUP-SHARED_LIVING-0146 | Maintenance | 10279.00,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
149,MTR-IOS-0149,Group,Shared Living,Shared Living,Other,Expense,2026-06-08,12:56:42,2026-06-08 12:56:42,16826.75,INR,-16826.75,IOS Aarav,3,PERCENTAGE,MAESTRO-IOS-GROUP-SHARED_LIVING-0149 | Other | 16826.75,iPhone,B03,BASELINE_1_500,CREATED,idem-20260902-ios-0149,ios,G11,CO_LIVING,Expense,G11:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.percentage,Other,MAESTRO-IOS-GROUP-SHARED_LIVING-0149 | Other | 16826.75,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
152,MTR-IOS-0152,Group,Shared Living,Family Household,Groceries,Expense,2026-03-23,03:56:37,2026-03-23 03:56:37,15708.48,INR,-15708.48,IOS Meera,3,EXACT,MAESTRO-IOS-GROUP-FAMILY_HOUSEHOLD-0152 | Groceries | 15708.48,iPhone,B04,BASELINE_1_500,CREATED,idem-20260902-ios-0152,ios,G10,FAMILY_HOUSEHOLD,Expense,G10:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.exact,Groceries,MAESTRO-IOS-GROUP-FAMILY_HOUSEHOLD-0152 | Groceries | 15708.48,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
155,MTR-IOS-0155,Group,Shared Living,Family Household,Bills,Expense,2026-03-31,06:33:10,2026-03-31 06:33:10,12976.19,INR,-12976.19,IOS Owner,3,SHARES,MAESTRO-IOS-GROUP-FAMILY_HOUSEHOLD-0155 | Bills | 12976.19,iPhone,B04,BASELINE_1_500,CREATED,idem-20260902-ios-0155,ios,G10,FAMILY_HOUSEHOLD,Expense,G10:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.shares,Bills,MAESTRO-IOS-GROUP-FAMILY_HOUSEHOLD-0155 | Bills | 12976.19,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
158,MTR-IOS-0158,Group,Shared Living,Family Household,School,Expense,2026-05-09,16:37:46,2026-05-09 16:37:46,26260.83,INR,-26260.83,IOS Aarav,3,EQUAL,MAESTRO-IOS-GROUP-FAMILY_HOUSEHOLD-0158 | School | 26260.83,iPhone,B04,BASELINE_1_500,CREATED,idem-20260902-ios-0158,ios,G10,FAMILY_HOUSEHOLD,Expense,G10:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.equal,School,MAESTRO-IOS-GROUP-FAMILY_HOUSEHOLD-0158 | School | 26260.83,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
161,MTR-IOS-0161,Group,Shared Living,Family Household,Healthcare,Expense,2026-02-05,08:20:49,2026-02-05 08:20:49,15494.7,INR,-15494.7,IOS Meera,3,PERCENTAGE,MAESTRO-IOS-GROUP-FAMILY_HOUSEHOLD-0161 | Healthcare | 15494.70,iPhone,B04,BASELINE_1_500,CREATED,idem-20260902-ios-0161,ios,G10,FAMILY_HOUSEHOLD,Expense,G10:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.percentage,Healthcare,MAESTRO-IOS-GROUP-FAMILY_HOUSEHOLD-0161 | Healthcare | 15494.70,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
164,MTR-IOS-0164,Group,Shared Living,Family Household,Home,Expense,2026-03-26,11:10:10,2026-03-26 11:10:10,7216.51,INR,-7216.51,IOS Owner,3,EXACT,MAESTRO-IOS-GROUP-FAMILY_HOUSEHOLD-0164 | Home | 7216.51,iPhone,B04,BASELINE_1_500,CREATED,idem-20260902-ios-0164,ios,G10,FAMILY_HOUSEHOLD,Expense,G10:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.exact,Home,MAESTRO-IOS-GROUP-FAMILY_HOUSEHOLD-0164 | Home | 7216.51,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
167,MTR-IOS-0167,Group,Shared Living,Family Household,Other,Expense,2026-08-02,14:30:07,2026-08-02 14:30:07,5909.24,INR,-5909.24,IOS Aarav,3,SHARES,MAESTRO-IOS-GROUP-FAMILY_HOUSEHOLD-0167 | Other | 5909.24,iPhone,B04,BASELINE_1_500,CREATED,idem-20260902-ios-0167,ios,G10,FAMILY_HOUSEHOLD,Expense,G10:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.shares,Other,MAESTRO-IOS-GROUP-FAMILY_HOUSEHOLD-0167 | Other | 5909.24,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
170,MTR-IOS-0170,Group,Shared Living,Custom Living,Custom Expense,Expense,2025-10-02,08:57:31,2025-10-02 08:57:31,6518.51,INR,-6518.51,IOS Meera,3,EQUAL,MAESTRO-IOS-GROUP-CUSTOM_LIVING-0170 | Custom Expense | 6518.51,iPhone,B04,BASELINE_1_500,CREATED,idem-20260902-ios-0170,ios,G12,COMMUNITY_LIVING,Expense,G12:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.equal,Custom Expense,MAESTRO-IOS-GROUP-CUSTOM_LIVING-0170 | Custom Expense | 6518.51,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
173,MTR-IOS-0173,Group,Shared Living,Custom Living,Custom Contribution,Contribution,2025-10-16,23:38:22,2025-10-16 23:38:22,11183.99,INR,11183.99,IOS Owner,3,PERCENTAGE,MAESTRO-IOS-GROUP-CUSTOM_LIVING-0173 | Custom Contribution | 11183.99,iPhone,B04,BASELINE_1_500,CREATED,idem-20260902-ios-0173,ios,G12,COMMUNITY_LIVING,Contribute,G12:Contribute,,qa.tile.contribute,group.contribute.amount,group.contribute.note,group.contribute.submit,group.expense.split.percentage,Custom Contribution,MAESTRO-IOS-GROUP-CUSTOM_LIVING-0173 | Custom Contribution | 11183.99,SKIP_CAPABILITY_GAP,Custom Living hub has no Contribution tile (same as Family Household)
176,MTR-IOS-0176,Group,Shared Experience,Trip,Travel,Expense,2026-01-25,11:53:14,2026-01-25 11:53:14,2166.1,INR,-2166.1,IOS Aarav,3,EXACT,MAESTRO-IOS-GROUP-TRIP-0176 | Travel | 2166.10,iPhone,B04,BASELINE_1_500,CREATED,idem-20260902-ios-0176,ios,G01,TRIP,Expense,G01:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.exact,Travel,MAESTRO-IOS-GROUP-TRIP-0176 | Travel | 2166.10,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
179,MTR-IOS-0179,Group,Shared Experience,Trip,Stay,Expense,2026-08-02,10:38:25,2026-08-02 10:38:25,6603.2,INR,-6603.2,IOS Meera,3,SHARES,MAESTRO-IOS-GROUP-TRIP-0179 | Stay | 6603.20,iPhone,B04,BASELINE_1_500,CREATED,idem-20260902-ios-0179,ios,G01,TRIP,Expense,G01:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.shares,Stay,MAESTRO-IOS-GROUP-TRIP-0179 | Stay | 6603.20,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
182,MTR-IOS-0182,Group,Shared Experience,Trip,Food,Expense,2026-01-02,02:45:57,2026-01-02 02:45:57,17792.66,INR,-17792.66,IOS Owner,3,EQUAL,MAESTRO-IOS-GROUP-TRIP-0182 | Food | 17792.66,iPhone,B04,BASELINE_1_500,CREATED,idem-20260902-ios-0182,ios,G01,TRIP,Expense,G01:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.equal,Food,MAESTRO-IOS-GROUP-TRIP-0182 | Food | 17792.66,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
185,MTR-IOS-0185,Group,Shared Experience,Trip,Local Transport,Expense,2025-09-29,09:19:37,2025-09-29 09:19:37,10000.0,INR,-10000.0,IOS Aarav,3,PERCENTAGE,MAESTRO-IOS-GROUP-TRIP-0185 | Local Transport | 10000.00,iPhone,B04,BASELINE_1_500,CREATED,idem-20260902-ios-0185,ios,G01,TRIP,Expense,G01:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.percentage,Local Transport,MAESTRO-IOS-GROUP-TRIP-0185 | Local Transport | 10000.00,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
188,MTR-IOS-0188,Group,Shared Experience,Trip,Activities,Expense,2026-01-06,00:05:56,2026-01-06 00:05:56,7309.68,INR,-7309.68,IOS Meera,3,EXACT,MAESTRO-IOS-GROUP-TRIP-0188 | Activities | 7309.68,iPhone,B04,BASELINE_1_500,CREATED,idem-20260902-ios-0188,ios,G01,TRIP,Expense,G01:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.exact,Activities,MAESTRO-IOS-GROUP-TRIP-0188 | Activities | 7309.68,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
191,MTR-IOS-0191,Group,Shared Experience,Trip,Shopping,Expense,2025-10-27,17:36:31,2025-10-27 17:36:31,17401.75,INR,-17401.75,IOS Owner,3,SHARES,MAESTRO-IOS-GROUP-TRIP-0191 | Shopping | 17401.75,iPhone,B04,BASELINE_1_500,CREATED,idem-20260902-ios-0191,ios,G01,TRIP,Expense,G01:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.shares,Shopping,MAESTRO-IOS-GROUP-TRIP-0191 | Shopping | 17401.75,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
194,MTR-IOS-0194,Group,Shared Experience,Trip,Other,Expense,2026-05-25,05:21:23,2026-05-25 05:21:23,11110.31,INR,-11110.31,IOS Aarav,3,EQUAL,MAESTRO-IOS-GROUP-TRIP-0194 | Other | 11110.31,iPhone,B04,BASELINE_1_500,CREATED,idem-20260902-ios-0194,ios,G01,TRIP,Expense,G01:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.equal,Other,MAESTRO-IOS-GROUP-TRIP-0194 | Other | 11110.31,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
197,MTR-IOS-0197,Group,Shared Experience,Wedding,Venue,Expense,2026-01-15,05:04:31,2026-01-15 05:04:31,3385.73,INR,-3385.73,IOS Meera,3,PERCENTAGE,MAESTRO-IOS-GROUP-WEDDING-0197 | Venue | 3385.73,iPhone,B04,BASELINE_1_500,CREATED,idem-20260902-ios-0197,ios,G02,WEDDING,Expense,G02:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.percentage,Venue,MAESTRO-IOS-GROUP-WEDDING-0197 | Venue | 3385.73,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
200,MTR-IOS-0200,Group,Shared Experience,Wedding,Catering,Expense,2026-02-18,20:51:09,2026-02-18 20:51:09,9035.43,INR,-9035.43,IOS Owner,3,EXACT,MAESTRO-IOS-GROUP-WEDDING-0200 | Catering | 9035.43,iPhone,B04,BASELINE_1_500,CREATED,idem-20260902-ios-0200,ios,G02,WEDDING,Expense,G02:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.exact,Catering,MAESTRO-IOS-GROUP-WEDDING-0200 | Catering | 9035.43,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
203,MTR-IOS-0203,Group,Shared Experience,Wedding,Decor,Expense,2026-01-07,12:24:47,2026-01-07 12:24:47,14089.12,INR,-14089.12,IOS Aarav,3,SHARES,MAESTRO-IOS-GROUP-WEDDING-0203 | Decor | 14089.12,iPhone,B05,BASELINE_1_500,CREATED,idem-20260902-ios-0203,ios,G02,WEDDING,Expense,G02:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.shares,Decor,MAESTRO-IOS-GROUP-WEDDING-0203 | Decor | 14089.12,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
206,MTR-IOS-0206,Group,Shared Experience,Wedding,Travel,Expense,2025-09-05,03:34:49,2025-09-05 03:34:49,13925.5,INR,-13925.5,IOS Meera,3,EQUAL,MAESTRO-IOS-GROUP-WEDDING-0206 | Travel | 13925.50,iPhone,B05,BASELINE_1_500,CREATED,idem-20260902-ios-0206,ios,G02,WEDDING,Expense,G02:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.equal,Travel,MAESTRO-IOS-GROUP-WEDDING-0206 | Travel | 13925.50,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
209,MTR-IOS-0209,Group,Shared Experience,Wedding,Gifts,Expense,2025-11-07,03:05:35,2025-11-07 03:05:35,26113.74,INR,-26113.74,IOS Owner,3,PERCENTAGE,MAESTRO-IOS-GROUP-WEDDING-0209 | Gifts | 26113.74,iPhone,B05,BASELINE_1_500,CREATED,idem-20260902-ios-0209,ios,G02,WEDDING,Expense,G02:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.percentage,Gifts,MAESTRO-IOS-GROUP-WEDDING-0209 | Gifts | 26113.74,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
212,MTR-IOS-0212,Group,Shared Experience,Wedding,Photography,Expense,2026-07-16,16:46:05,2026-07-16 16:46:05,338.55,INR,-338.55,IOS Aarav,3,EXACT,MAESTRO-IOS-GROUP-WEDDING-0212 | Photography | 338.55,iPhone,B05,BASELINE_1_500,CREATED,idem-20260902-ios-0212,ios,G02,WEDDING,Expense,G02:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.exact,Photography,MAESTRO-IOS-GROUP-WEDDING-0212 | Photography | 338.55,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
215,MTR-IOS-0215,Group,Shared Experience,Wedding,Other,Expense,2026-08-28,21:46:33,2026-08-28 21:46:33,24110.99,INR,-24110.99,IOS Meera,3,SHARES,MAESTRO-IOS-GROUP-WEDDING-0215 | Other | 24110.99,iPhone,B05,BASELINE_1_500,CREATED,idem-20260902-ios-0215,ios,G02,WEDDING,Expense,G02:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.shares,Other,MAESTRO-IOS-GROUP-WEDDING-0215 | Other | 24110.99,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
218,MTR-IOS-0218,Group,Shared Experience,Office Outing,Food,Expense,2026-06-11,20:53:40,2026-06-11 20:53:40,13122.27,INR,-13122.27,IOS Owner,3,EQUAL,MAESTRO-IOS-GROUP-OFFICE_OUTING-0218 | Food | 13122.27,iPhone,B05,BASELINE_1_500,CREATED,idem-20260902-ios-0218,ios,G04,OFFICE_OUTING,Expense,G04:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.equal,Food,MAESTRO-IOS-GROUP-OFFICE_OUTING-0218 | Food | 13122.27,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
221,MTR-IOS-0221,Group,Shared Experience,Office Outing,Travel,Expense,2025-09-21,21:54:03,2025-09-21 21:54:03,24244.95,INR,-24244.95,IOS Aarav,3,PERCENTAGE,MAESTRO-IOS-GROUP-OFFICE_OUTING-0221 | Travel | 24244.95,iPhone,B05,BASELINE_1_500,CREATED,idem-20260902-ios-0221,ios,G04,OFFICE_OUTING,Expense,G04:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.percentage,Travel,MAESTRO-IOS-GROUP-OFFICE_OUTING-0221 | Travel | 24244.95,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
224,MTR-IOS-0224,Group,Shared Experience,Office Outing,Activities,Expense,2026-03-01,09:45:02,2026-03-01 09:45:02,4140.64,INR,-4140.64,IOS Meera,3,EXACT,MAESTRO-IOS-GROUP-OFFICE_OUTING-0224 | Activities | 4140.64,iPhone,B05,BASELINE_1_500,CREATED,idem-20260902-ios-0224,ios,G04,OFFICE_OUTING,Expense,G04:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.exact,Activities,MAESTRO-IOS-GROUP-OFFICE_OUTING-0224 | Activities | 4140.64,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
227,MTR-IOS-0227,Group,Shared Experience,Office Outing,Venue,Expense,2026-01-15,06:59:57,2026-01-15 06:59:57,25883.88,INR,-25883.88,IOS Owner,3,SHARES,MAESTRO-IOS-GROUP-OFFICE_OUTING-0227 | Venue | 25883.88,iPhone,B05,BASELINE_1_500,CREATED,idem-20260902-ios-0227,ios,G04,OFFICE_OUTING,Expense,G04:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.shares,Venue,MAESTRO-IOS-GROUP-OFFICE_OUTING-0227 | Venue | 25883.88,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
230,MTR-IOS-0230,Group,Shared Experience,Office Outing,Other,Expense,2025-10-30,20:58:18,2025-10-30 20:58:18,2122.17,INR,-2122.17,IOS Aarav,3,EQUAL,MAESTRO-IOS-GROUP-OFFICE_OUTING-0230 | Other | 2122.17,iPhone,B05,BASELINE_1_500,CREATED,idem-20260902-ios-0230,ios,G04,OFFICE_OUTING,Expense,G04:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.equal,Other,MAESTRO-IOS-GROUP-OFFICE_OUTING-0230 | Other | 2122.17,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
233,MTR-IOS-0233,Group,Shared Experience,House Party,Food,Expense,2025-12-06,11:14:51,2025-12-06 11:14:51,25219.85,INR,-25219.85,IOS Meera,3,PERCENTAGE,MAESTRO-IOS-GROUP-HOUSE_PARTY-0233 | Food | 25219.85,iPhone,B05,BASELINE_1_500,CREATED,idem-20260902-ios-0233,ios,G03,HOUSE_PARTY,Expense,G03:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.percentage,Food,MAESTRO-IOS-GROUP-HOUSE_PARTY-0233 | Food | 25219.85,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
236,MTR-IOS-0236,Group,Shared Experience,House Party,Drinks,Expense,2026-05-16,06:08:55,2026-05-16 06:08:55,25493.74,INR,-25493.74,IOS Owner,3,EXACT,MAESTRO-IOS-GROUP-HOUSE_PARTY-0236 | Drinks | 25493.74,iPhone,B05,BASELINE_1_500,CREATED,idem-20260902-ios-0236,ios,G03,HOUSE_PARTY,Expense,G03:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.exact,Drinks,MAESTRO-IOS-GROUP-HOUSE_PARTY-0236 | Drinks | 25493.74,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
239,MTR-IOS-0239,Group,Shared Experience,House Party,Decor,Expense,2025-12-05,16:00:57,2025-12-05 16:00:57,3397.68,INR,-3397.68,IOS Aarav,3,SHARES,MAESTRO-IOS-GROUP-HOUSE_PARTY-0239 | Decor | 3397.68,iPhone,B05,BASELINE_1_500,CREATED,idem-20260902-ios-0239,ios,G03,HOUSE_PARTY,Expense,G03:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.shares,Decor,MAESTRO-IOS-GROUP-HOUSE_PARTY-0239 | Decor | 3397.68,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
242,MTR-IOS-0242,Group,Shared Experience,House Party,Supplies,Expense,2025-12-19,00:11:44,2025-12-19 00:11:44,5144.52,INR,-5144.52,IOS Meera,3,EQUAL,MAESTRO-IOS-GROUP-HOUSE_PARTY-0242 | Supplies | 5144.52,iPhone,B05,BASELINE_1_500,CREATED,idem-20260902-ios-0242,ios,G03,HOUSE_PARTY,Expense,G03:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.equal,Supplies,MAESTRO-IOS-GROUP-HOUSE_PARTY-0242 | Supplies | 5144.52,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
