Sequence,Txn_ID,Mode,Family,Moment,Quick_Add,Semantic_Type,Txn_Date,Txn_Time,Timestamp,Amount,Currency,Expected_Signed_Amount,Paid_By,Participant_Count,Split_Method,Description,Device_Target,Run_Batch,Backend_Load_Band,Expected_Status,Idempotency_Key,Platform,catalog_moment_id,catalog_moment_type,catalog_quick_add,catalog_id,catalog_status,tile_maestro_id,amount_maestro_id,note_maestro_id,submit_maestro_id,split_maestro_id,category_value,correlation_note,join_status,join_notes
1,MTR-IOS-0001,Personal,Personal,Life Operations,Groceries,Expense,2026-01-20,05:40:34,2026-01-20 05:40:34,14066.5,INR,-14066.5,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-0001 | Groceries | 14066.50,iPhone,B01,BASELINE_1_500,CREATED,idem-20260902-ios-0001,ios,P1,LIFE_RHYTHM,Income,P1:Income,ACTIVE,qa.tile.income,personal.income.amount,personal.income.note,personal.income.submit,,Groceries,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-0001 | Groceries | 14066.50,JOINED,Ledger category → money form; Android hub Income / iOS Expense label drift
121,MTR-IOS-0121,Personal,Personal,Lifestyle,Hobbies,Expense,2026-06-19,13:05:33,2026-06-19 13:05:33,7452.91,INR,-7452.91,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFESTYLE-0121 | Hobbies | 7452.91,iPhone,B03,BASELINE_1_500,CREATED,idem-20260902-ios-0121,ios,P3,LIFESTYLE,Experience,P3:Experience,ACTIVE,qa.tile.experience,personal.income.amount,personal.income.note,personal.income.submit,,Hobbies,MAESTRO-IOS-PERSONAL-LIFESTYLE-0121 | Hobbies | 7452.91,JOINED_REVIEW,No Expense hub on P3; lifestyle spend uses Experience proxy — REVIEW
124,MTR-IOS-0124,Personal,Personal,Relationships,Gifts,Expense,2026-08-11,21:41:10,2026-08-11 21:41:10,16450.12,INR,-16450.12,IOS Owner,,,MAESTRO-IOS-PERSONAL-RELATIONSHIPS-0124 | Gifts | 16450.12,iPhone,B03,BASELINE_1_500,CREATED,idem-20260902-ios-0124,ios,P4,RELATIONSHIP_CONNECTION,Shared Exp,P4:Shared Exp,ACTIVE,qa.tile.shared_exp,personal.income.amount,personal.income.note,personal.income.submit,,Gifts,MAESTRO-IOS-PERSONAL-RELATIONSHIPS-0124 | Gifts | 16450.12,JOINED_REVIEW,Relationship spend categories use Shared Exp proxy — REVIEW
127,MTR-IOS-0127,Personal,Personal,Relationships,Dates,Expense,2026-05-08,18:25:17,2026-05-08 18:25:17,5226.1,INR,-5226.1,IOS Owner,,,MAESTRO-IOS-PERSONAL-RELATIONSHIPS-0127 | Dates | 5226.10,iPhone,B03,BASELINE_1_500,CREATED,idem-20260902-ios-0127,ios,P4,RELATIONSHIP_CONNECTION,Shared Exp,P4:Shared Exp,ACTIVE,qa.tile.shared_exp,personal.income.amount,personal.income.note,personal.income.submit,,Dates,MAESTRO-IOS-PERSONAL-RELATIONSHIPS-0127 | Dates | 5226.10,JOINED_REVIEW,Relationship spend categories use Shared Exp proxy — REVIEW
130,MTR-IOS-0130,Personal,Personal,Relationships,Family,Expense,2026-02-10,10:06:13,2026-02-10 10:06:13,3511.53,INR,-3511.53,IOS Owner,,,MAESTRO-IOS-PERSONAL-RELATIONSHIPS-0130 | Family | 3511.53,iPhone,B03,BASELINE_1_500,CREATED,idem-20260902-ios-0130,ios,P4,RELATIONSHIP_CONNECTION,Shared Exp,P4:Shared Exp,ACTIVE,qa.tile.shared_exp,personal.income.amount,personal.income.note,personal.income.submit,,Family,MAESTRO-IOS-PERSONAL-RELATIONSHIPS-0130 | Family | 3511.53,JOINED_REVIEW,Relationship spend categories use Shared Exp proxy — REVIEW
133,MTR-IOS-0133,Personal,Personal,Relationships,Friends,Expense,2025-10-29,06:49:05,2025-10-29 06:49:05,5211.63,INR,-5211.63,IOS Owner,,,MAESTRO-IOS-PERSONAL-RELATIONSHIPS-0133 | Friends | 5211.63,iPhone,B03,BASELINE_1_500,CREATED,idem-20260902-ios-0133,ios,P4,RELATIONSHIP_CONNECTION,Shared Exp,P4:Shared Exp,ACTIVE,qa.tile.shared_exp,personal.income.amount,personal.income.note,personal.income.submit,,Friends,MAESTRO-IOS-PERSONAL-RELATIONSHIPS-0133 | Friends | 5211.63,JOINED_REVIEW,Relationship spend categories use Shared Exp proxy — REVIEW
136,MTR-IOS-0136,Personal,Personal,Relationships,Celebrations,Expense,2025-11-21,00:05:45,2025-11-21 00:05:45,5772.26,INR,-5772.26,IOS Owner,,,MAESTRO-IOS-PERSONAL-RELATIONSHIPS-0136 | Celebrations | 5772.26,iPhone,B03,BASELINE_1_500,CREATED,idem-20260902-ios-0136,ios,P4,RELATIONSHIP_CONNECTION,Shared Exp,P4:Shared Exp,ACTIVE,qa.tile.shared_exp,personal.income.amount,personal.income.note,personal.income.submit,,Celebrations,MAESTRO-IOS-PERSONAL-RELATIONSHIPS-0136 | Celebrations | 5772.26,JOINED_REVIEW,Relationship spend categories use Shared Exp proxy — REVIEW
139,MTR-IOS-0139,Personal,Personal,Life Operations,Groceries,Expense,2026-07-11,20:19:16,2026-07-11 20:19:16,10801.91,INR,-10801.91,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-0139 | Groceries | 10801.91,iPhone,B03,BASELINE_1_500,CREATED,idem-20260902-ios-0139,ios,P1,LIFE_RHYTHM,Income,P1:Income,ACTIVE,qa.tile.income,personal.income.amount,personal.income.note,personal.income.submit,,Groceries,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-0139 | Groceries | 10801.91,JOINED,Ledger category → money form; Android hub Income / iOS Expense label drift
142,MTR-IOS-0142,Personal,Personal,Life Operations,Rent,Expense,2025-12-18,09:37:01,2025-12-18 09:37:01,12878.9,INR,-12878.9,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-0142 | Rent | 12878.90,iPhone,B03,BASELINE_1_500,CREATED,idem-20260902-ios-0142,ios,P1,LIFE_RHYTHM,Income,P1:Income,ACTIVE,qa.tile.income,personal.income.amount,personal.income.note,personal.income.submit,,Rent,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-0142 | Rent | 12878.90,JOINED,Ledger category → money form; Android hub Income / iOS Expense label drift
145,MTR-IOS-0145,Personal,Personal,Life Operations,Bills,Expense,2026-04-22,12:56:10,2026-04-22 12:56:10,7474.05,INR,-7474.05,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-0145 | Bills | 7474.05,iPhone,B03,BASELINE_1_500,CREATED,idem-20260902-ios-0145,ios,P1,LIFE_RHYTHM,Income,P1:Income,ACTIVE,qa.tile.income,personal.income.amount,personal.income.note,personal.income.submit,,Bills,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-0145 | Bills | 7474.05,JOINED,Ledger category → money form; Android hub Income / iOS Expense label drift
148,MTR-IOS-0148,Personal,Personal,Life Operations,Transport,Expense,2026-06-16,21:29:16,2026-06-16 21:29:16,999.99,INR,-999.99,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-0148 | Transport | 999.99,iPhone,B03,BASELINE_1_500,CREATED,idem-20260902-ios-0148,ios,P1,LIFE_RHYTHM,Income,P1:Income,ACTIVE,qa.tile.income,personal.income.amount,personal.income.note,personal.income.submit,,Transport,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-0148 | Transport | 999.99,JOINED,Ledger category → money form; Android hub Income / iOS Expense label drift
151,MTR-IOS-0151,Personal,Personal,Life Operations,Healthcare,Expense,2026-08-02,23:17:00,2026-08-02 23:17:00,10274.72,INR,-10274.72,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-0151 | Healthcare | 10274.72,iPhone,B04,BASELINE_1_500,CREATED,idem-20260902-ios-0151,ios,P1,LIFE_RHYTHM,Income,P1:Income,ACTIVE,qa.tile.income,personal.income.amount,personal.income.note,personal.income.submit,,Healthcare,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-0151 | Healthcare | 10274.72,JOINED,Ledger category → money form; Android hub Income / iOS Expense label drift
154,MTR-IOS-0154,Personal,Personal,Life Operations,Subscriptions,Expense,2026-02-22,22:20:44,2026-02-22 22:20:44,6690.3,INR,-6690.3,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-0154 | Subscriptions | 6690.30,iPhone,B04,BASELINE_1_500,CREATED,idem-20260902-ios-0154,ios,P1,LIFE_RHYTHM,Income,P1:Income,ACTIVE,qa.tile.income,personal.income.amount,personal.income.note,personal.income.submit,,Subscriptions,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-0154 | Subscriptions | 6690.30,JOINED,Ledger category → money form; Android hub Income / iOS Expense label drift
157,MTR-IOS-0157,Personal,Personal,Life Operations,Repairs,Expense,2025-09-29,08:06:46,2025-09-29 08:06:46,10719.83,INR,-10719.83,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-0157 | Repairs | 10719.83,iPhone,B04,BASELINE_1_500,CREATED,idem-20260902-ios-0157,ios,P1,LIFE_RHYTHM,Income,P1:Income,ACTIVE,qa.tile.income,personal.income.amount,personal.income.note,personal.income.submit,,Repairs,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-0157 | Repairs | 10719.83,JOINED,Ledger category → money form; Android hub Income / iOS Expense label drift
160,MTR-IOS-0160,Personal,Personal,Future Building,Savings,Transfer,2026-02-28,19:33:12,2026-02-28 19:33:12,10202.14,INR,0.0,IOS Owner,,,MAESTRO-IOS-PERSONAL-FUTURE_BUILDING-0160 | Savings | 10202.14,iPhone,B04,BASELINE_1_500,CREATED,idem-20260902-ios-0160,ios,P2,FUTURE_GOAL,Progress,P2:Progress,ACTIVE,qa.tile.progress,personal.money.transfer.amount,personal.money.transfer.note,personal.money.transfer.submit,,Savings,MAESTRO-IOS-PERSONAL-FUTURE_BUILDING-0160 | Savings | 10202.14,JOINED_REVIEW,Future Transfer/Savings/Goal Contribution → Progress proxy until P2 money hub exists — REVIEW
163,MTR-IOS-0163,Personal,Personal,Future Building,Emergency Fund,Transfer,2025-12-15,23:31:21,2025-12-15 23:31:21,4396.48,INR,0.0,IOS Owner,,,MAESTRO-IOS-PERSONAL-FUTURE_BUILDING-0163 | Emergency Fund | 4396.48,iPhone,B04,BASELINE_1_500,CREATED,idem-20260902-ios-0163,ios,P2,FUTURE_GOAL,Progress,P2:Progress,ACTIVE,qa.tile.progress,personal.money.transfer.amount,personal.money.transfer.note,personal.money.transfer.submit,,Emergency Fund,MAESTRO-IOS-PERSONAL-FUTURE_BUILDING-0163 | Emergency Fund | 4396.48,JOINED_REVIEW,Future Transfer/Savings/Goal Contribution → Progress proxy until P2 money hub exists — REVIEW
166,MTR-IOS-0166,Personal,Personal,Future Building,Investments,Investment,2025-09-06,18:18:44,2025-09-06 18:18:44,2055.08,INR,0.0,IOS Owner,,,MAESTRO-IOS-PERSONAL-FUTURE_BUILDING-0166 | Investments | 2055.08,iPhone,B04,BASELINE_1_500,CREATED,idem-20260902-ios-0166,ios,P2,FUTURE_GOAL,Opportunity,P2:Opportunity,ACTIVE,qa.tile.opportunity,,,,,Investments,MAESTRO-IOS-PERSONAL-FUTURE_BUILDING-0166 | Investments | 2055.08,JOINED_REVIEW,Future Investments → Opportunity proxy — REVIEW
169,MTR-IOS-0169,Personal,Personal,Future Building,Education,Expense,2026-07-02,21:13:42,2026-07-02 21:13:42,16850.8,INR,-16850.8,IOS Owner,,,MAESTRO-IOS-PERSONAL-FUTURE_BUILDING-0169 | Education | 16850.80,iPhone,B04,BASELINE_1_500,CREATED,idem-20260902-ios-0169,ios,P2,FUTURE_GOAL,Milestone,P2:Milestone,ACTIVE,qa.tile.milestone,personal.income.amount,personal.income.note,personal.income.submit,,Education,MAESTRO-IOS-PERSONAL-FUTURE_BUILDING-0169 | Education | 16850.80,JOINED_REVIEW,No Expense hub on P2; Education expenses use Milestone as ACTIVE proxy until money tile restored — REVIEW
172,MTR-IOS-0172,Personal,Personal,Future Building,Goal Contribution,Transfer,2026-08-31,04:38:07,2026-08-31 04:38:07,15522.76,INR,0.0,IOS Owner,,,MAESTRO-IOS-PERSONAL-FUTURE_BUILDING-0172 | Goal Contribution | 15522.76,iPhone,B04,BASELINE_1_500,CREATED,idem-20260902-ios-0172,ios,P2,FUTURE_GOAL,Progress,P2:Progress,ACTIVE,qa.tile.progress,personal.money.transfer.amount,personal.money.transfer.note,personal.money.transfer.submit,,Goal Contribution,MAESTRO-IOS-PERSONAL-FUTURE_BUILDING-0172 | Goal Contribution | 15522.76,JOINED_REVIEW,Future Transfer/Savings/Goal Contribution → Progress proxy until P2 money hub exists — REVIEW
175,MTR-IOS-0175,Personal,Personal,Lifestyle,Dining,Expense,2026-03-11,11:07:11,2026-03-11 11:07:11,7899.13,INR,-7899.13,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFESTYLE-0175 | Dining | 7899.13,iPhone,B04,BASELINE_1_500,CREATED,idem-20260902-ios-0175,ios,P3,LIFESTYLE,Experience,P3:Experience,ACTIVE,qa.tile.experience,personal.income.amount,personal.income.note,personal.income.submit,,Dining,MAESTRO-IOS-PERSONAL-LIFESTYLE-0175 | Dining | 7899.13,JOINED_REVIEW,No Expense hub on P3; lifestyle spend uses Experience proxy — REVIEW
178,MTR-IOS-0178,Personal,Personal,Lifestyle,Shopping,Expense,2026-05-18,19:54:51,2026-05-18 19:54:51,5657.47,INR,-5657.47,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFESTYLE-0178 | Shopping | 5657.47,iPhone,B04,BASELINE_1_500,CREATED,idem-20260902-ios-0178,ios,P3,LIFESTYLE,Experience,P3:Experience,ACTIVE,qa.tile.experience,personal.income.amount,personal.income.note,personal.income.submit,,Shopping,MAESTRO-IOS-PERSONAL-LIFESTYLE-0178 | Shopping | 5657.47,JOINED_REVIEW,No Expense hub on P3; lifestyle spend uses Experience proxy — REVIEW
181,MTR-IOS-0181,Personal,Personal,Lifestyle,Entertainment,Expense,2026-03-22,20:00:36,2026-03-22 20:00:36,777.25,INR,-777.25,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFESTYLE-0181 | Entertainment | 777.25,iPhone,B04,BASELINE_1_500,CREATED,idem-20260902-ios-0181,ios,P3,LIFESTYLE,Experience,P3:Experience,ACTIVE,qa.tile.experience,personal.income.amount,personal.income.note,personal.income.submit,,Entertainment,MAESTRO-IOS-PERSONAL-LIFESTYLE-0181 | Entertainment | 777.25,JOINED_REVIEW,No Expense hub on P3; lifestyle spend uses Experience proxy — REVIEW
184,MTR-IOS-0184,Personal,Personal,Lifestyle,Travel,Expense,2026-05-18,05:28:14,2026-05-18 05:28:14,10885.86,INR,-10885.86,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFESTYLE-0184 | Travel | 10885.86,iPhone,B04,BASELINE_1_500,CREATED,idem-20260902-ios-0184,ios,P3,LIFESTYLE,Experience,P3:Experience,ACTIVE,qa.tile.experience,personal.income.amount,personal.income.note,personal.income.submit,,Travel,MAESTRO-IOS-PERSONAL-LIFESTYLE-0184 | Travel | 10885.86,JOINED_REVIEW,No Expense hub on P3; lifestyle spend uses Experience proxy — REVIEW
187,MTR-IOS-0187,Personal,Personal,Lifestyle,Fitness,Expense,2025-11-28,11:11:54,2025-11-28 11:11:54,12943.32,INR,-12943.32,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFESTYLE-0187 | Fitness | 12943.32,iPhone,B04,BASELINE_1_500,CREATED,idem-20260902-ios-0187,ios,P3,LIFESTYLE,Experience,P3:Experience,ACTIVE,qa.tile.experience,personal.income.amount,personal.income.note,personal.income.submit,,Fitness,MAESTRO-IOS-PERSONAL-LIFESTYLE-0187 | Fitness | 12943.32,JOINED_REVIEW,No Expense hub on P3; lifestyle spend uses Experience proxy — REVIEW
190,MTR-IOS-0190,Personal,Personal,Lifestyle,Hobbies,Expense,2026-07-21,04:08:50,2026-07-21 04:08:50,11527.0,INR,-11527.0,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFESTYLE-0190 | Hobbies | 11527.00,iPhone,B04,BASELINE_1_500,CREATED,idem-20260902-ios-0190,ios,P3,LIFESTYLE,Experience,P3:Experience,ACTIVE,qa.tile.experience,personal.income.amount,personal.income.note,personal.income.submit,,Hobbies,MAESTRO-IOS-PERSONAL-LIFESTYLE-0190 | Hobbies | 11527.00,JOINED_REVIEW,No Expense hub on P3; lifestyle spend uses Experience proxy — REVIEW
193,MTR-IOS-0193,Personal,Personal,Relationships,Gifts,Expense,2025-12-22,21:39:41,2025-12-22 21:39:41,11696.22,INR,-11696.22,IOS Owner,,,MAESTRO-IOS-PERSONAL-RELATIONSHIPS-0193 | Gifts | 11696.22,iPhone,B04,BASELINE_1_500,CREATED,idem-20260902-ios-0193,ios,P4,RELATIONSHIP_CONNECTION,Shared Exp,P4:Shared Exp,ACTIVE,qa.tile.shared_exp,personal.income.amount,personal.income.note,personal.income.submit,,Gifts,MAESTRO-IOS-PERSONAL-RELATIONSHIPS-0193 | Gifts | 11696.22,JOINED_REVIEW,Relationship spend categories use Shared Exp proxy — REVIEW
196,MTR-IOS-0196,Personal,Personal,Relationships,Dates,Expense,2026-08-19,15:18:59,2026-08-19 15:18:59,17565.0,INR,-17565.0,IOS Owner,,,MAESTRO-IOS-PERSONAL-RELATIONSHIPS-0196 | Dates | 17565.00,iPhone,B04,BASELINE_1_500,CREATED,idem-20260902-ios-0196,ios,P4,RELATIONSHIP_CONNECTION,Shared Exp,P4:Shared Exp,ACTIVE,qa.tile.shared_exp,personal.income.amount,personal.income.note,personal.income.submit,,Dates,MAESTRO-IOS-PERSONAL-RELATIONSHIPS-0196 | Dates | 17565.00,JOINED_REVIEW,Relationship spend categories use Shared Exp proxy — REVIEW
199,MTR-IOS-0199,Personal,Personal,Relationships,Family,Expense,2025-09-10,01:59:13,2025-09-10 01:59:13,10432.68,INR,-10432.68,IOS Owner,,,MAESTRO-IOS-PERSONAL-RELATIONSHIPS-0199 | Family | 10432.68,iPhone,B04,BASELINE_1_500,CREATED,idem-20260902-ios-0199,ios,P4,RELATIONSHIP_CONNECTION,Shared Exp,P4:Shared Exp,ACTIVE,qa.tile.shared_exp,personal.income.amount,personal.income.note,personal.income.submit,,Family,MAESTRO-IOS-PERSONAL-RELATIONSHIPS-0199 | Family | 10432.68,JOINED_REVIEW,Relationship spend categories use Shared Exp proxy — REVIEW
202,MTR-IOS-0202,Personal,Personal,Relationships,Friends,Expense,2025-10-25,15:11:14,2025-10-25 15:11:14,4829.67,INR,-4829.67,IOS Owner,,,MAESTRO-IOS-PERSONAL-RELATIONSHIPS-0202 | Friends | 4829.67,iPhone,B05,BASELINE_1_500,CREATED,idem-20260902-ios-0202,ios,P4,RELATIONSHIP_CONNECTION,Shared Exp,P4:Shared Exp,ACTIVE,qa.tile.shared_exp,personal.income.amount,personal.income.note,personal.income.submit,,Friends,MAESTRO-IOS-PERSONAL-RELATIONSHIPS-0202 | Friends | 4829.67,JOINED_REVIEW,Relationship spend categories use Shared Exp proxy — REVIEW
205,MTR-IOS-0205,Personal,Personal,Relationships,Celebrations,Expense,2026-01-04,14:47:55,2026-01-04 14:47:55,3977.56,INR,-3977.56,IOS Owner,,,MAESTRO-IOS-PERSONAL-RELATIONSHIPS-0205 | Celebrations | 3977.56,iPhone,B05,BASELINE_1_500,CREATED,idem-20260902-ios-0205,ios,P4,RELATIONSHIP_CONNECTION,Shared Exp,P4:Shared Exp,ACTIVE,qa.tile.shared_exp,personal.income.amount,personal.income.note,personal.income.submit,,Celebrations,MAESTRO-IOS-PERSONAL-RELATIONSHIPS-0205 | Celebrations | 3977.56,JOINED_REVIEW,Relationship spend categories use Shared Exp proxy — REVIEW
208,MTR-IOS-0208,Personal,Personal,Life Operations,Groceries,Expense,2026-04-26,22:57:54,2026-04-26 22:57:54,10367.13,INR,-10367.13,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-0208 | Groceries | 10367.13,iPhone,B05,BASELINE_1_500,CREATED,idem-20260902-ios-0208,ios,P1,LIFE_RHYTHM,Income,P1:Income,ACTIVE,qa.tile.income,personal.income.amount,personal.income.note,personal.income.submit,,Groceries,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-0208 | Groceries | 10367.13,JOINED,Ledger category → money form; Android hub Income / iOS Expense label drift
211,MTR-IOS-0211,Personal,Personal,Life Operations,Rent,Expense,2026-06-29,10:26:52,2026-06-29 10:26:52,12789.01,INR,-12789.01,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-0211 | Rent | 12789.01,iPhone,B05,BASELINE_1_500,CREATED,idem-20260902-ios-0211,ios,P1,LIFE_RHYTHM,Income,P1:Income,ACTIVE,qa.tile.income,personal.income.amount,personal.income.note,personal.income.submit,,Rent,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-0211 | Rent | 12789.01,JOINED,Ledger category → money form; Android hub Income / iOS Expense label drift
214,MTR-IOS-0214,Personal,Personal,Life Operations,Bills,Expense,2025-09-11,10:58:25,2025-09-11 10:58:25,6142.84,INR,-6142.84,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-0214 | Bills | 6142.84,iPhone,B05,BASELINE_1_500,CREATED,idem-20260902-ios-0214,ios,P1,LIFE_RHYTHM,Income,P1:Income,ACTIVE,qa.tile.income,personal.income.amount,personal.income.note,personal.income.submit,,Bills,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-0214 | Bills | 6142.84,JOINED,Ledger category → money form; Android hub Income / iOS Expense label drift
217,MTR-IOS-0217,Personal,Personal,Life Operations,Transport,Expense,2026-07-18,06:17:19,2026-07-18 06:17:19,932.99,INR,-932.99,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-0217 | Transport | 932.99,iPhone,B05,BASELINE_1_500,CREATED,idem-20260902-ios-0217,ios,P1,LIFE_RHYTHM,Income,P1:Income,ACTIVE,qa.tile.income,personal.income.amount,personal.income.note,personal.income.submit,,Transport,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-0217 | Transport | 932.99,JOINED,Ledger category → money form; Android hub Income / iOS Expense label drift
220,MTR-IOS-0220,Personal,Personal,Life Operations,Healthcare,Expense,2026-01-18,18:21:01,2026-01-18 18:21:01,2377.65,INR,-2377.65,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-0220 | Healthcare | 2377.65,iPhone,B05,BASELINE_1_500,CREATED,idem-20260902-ios-0220,ios,P1,LIFE_RHYTHM,Income,P1:Income,ACTIVE,qa.tile.income,personal.income.amount,personal.income.note,personal.income.submit,,Healthcare,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-0220 | Healthcare | 2377.65,JOINED,Ledger category → money form; Android hub Income / iOS Expense label drift
223,MTR-IOS-0223,Personal,Personal,Life Operations,Subscriptions,Expense,2025-11-04,16:54:34,2025-11-04 16:54:34,9357.82,INR,-9357.82,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-0223 | Subscriptions | 9357.82,iPhone,B05,BASELINE_1_500,CREATED,idem-20260902-ios-0223,ios,P1,LIFE_RHYTHM,Income,P1:Income,ACTIVE,qa.tile.income,personal.income.amount,personal.income.note,personal.income.submit,,Subscriptions,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-0223 | Subscriptions | 9357.82,JOINED,Ledger category → money form; Android hub Income / iOS Expense label drift
226,MTR-IOS-0226,Personal,Personal,Life Operations,Repairs,Expense,2025-09-12,07:28:17,2025-09-12 07:28:17,4389.78,INR,-4389.78,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-0226 | Repairs | 4389.78,iPhone,B05,BASELINE_1_500,CREATED,idem-20260902-ios-0226,ios,P1,LIFE_RHYTHM,Income,P1:Income,ACTIVE,qa.tile.income,personal.income.amount,personal.income.note,personal.income.submit,,Repairs,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-0226 | Repairs | 4389.78,JOINED,Ledger category → money form; Android hub Income / iOS Expense label drift
229,MTR-IOS-0229,Personal,Personal,Future Building,Savings,Transfer,2026-05-09,01:08:51,2026-05-09 01:08:51,14106.16,INR,0.0,IOS Owner,,,MAESTRO-IOS-PERSONAL-FUTURE_BUILDING-0229 | Savings | 14106.16,iPhone,B05,BASELINE_1_500,CREATED,idem-20260902-ios-0229,ios,P2,FUTURE_GOAL,Progress,P2:Progress,ACTIVE,qa.tile.progress,personal.money.transfer.amount,personal.money.transfer.note,personal.money.transfer.submit,,Savings,MAESTRO-IOS-PERSONAL-FUTURE_BUILDING-0229 | Savings | 14106.16,JOINED_REVIEW,Future Transfer/Savings/Goal Contribution → Progress proxy until P2 money hub exists — REVIEW
232,MTR-IOS-0232,Personal,Personal,Future Building,Emergency Fund,Transfer,2026-08-28,10:32:06,2026-08-28 10:32:06,1815.43,INR,0.0,IOS Owner,,,MAESTRO-IOS-PERSONAL-FUTURE_BUILDING-0232 | Emergency Fund | 1815.43,iPhone,B05,BASELINE_1_500,CREATED,idem-20260902-ios-0232,ios,P2,FUTURE_GOAL,Progress,P2:Progress,ACTIVE,qa.tile.progress,personal.money.transfer.amount,personal.money.transfer.note,personal.money.transfer.submit,,Emergency Fund,MAESTRO-IOS-PERSONAL-FUTURE_BUILDING-0232 | Emergency Fund | 1815.43,JOINED_REVIEW,Future Transfer/Savings/Goal Contribution → Progress proxy until P2 money hub exists — REVIEW
235,MTR-IOS-0235,Personal,Personal,Future Building,Investments,Investment,2025-11-06,18:24:49,2025-11-06 18:24:49,748.68,INR,0.0,IOS Owner,,,MAESTRO-IOS-PERSONAL-FUTURE_BUILDING-0235 | Investments | 748.68,iPhone,B05,BASELINE_1_500,CREATED,idem-20260902-ios-0235,ios,P2,FUTURE_GOAL,Opportunity,P2:Opportunity,ACTIVE,qa.tile.opportunity,,,,,Investments,MAESTRO-IOS-PERSONAL-FUTURE_BUILDING-0235 | Investments | 748.68,JOINED_REVIEW,Future Investments → Opportunity proxy — REVIEW
238,MTR-IOS-0238,Personal,Personal,Future Building,Education,Expense,2025-12-05,06:02:52,2025-12-05 06:02:52,8900.45,INR,-8900.45,IOS Owner,,,MAESTRO-IOS-PERSONAL-FUTURE_BUILDING-0238 | Education | 8900.45,iPhone,B05,BASELINE_1_500,CREATED,idem-20260902-ios-0238,ios,P2,FUTURE_GOAL,Milestone,P2:Milestone,ACTIVE,qa.tile.milestone,personal.income.amount,personal.income.note,personal.income.submit,,Education,MAESTRO-IOS-PERSONAL-FUTURE_BUILDING-0238 | Education | 8900.45,JOINED_REVIEW,No Expense hub on P2; Education expenses use Milestone as ACTIVE proxy until money tile restored — REVIEW
241,MTR-IOS-0241,Personal,Personal,Future Building,Goal Contribution,Transfer,2026-03-22,09:16:48,2026-03-22 09:16:48,14587.95,INR,0.0,IOS Owner,,,MAESTRO-IOS-PERSONAL-FUTURE_BUILDING-0241 | Goal Contribution | 14587.95,iPhone,B05,BASELINE_1_500,CREATED,idem-20260902-ios-0241,ios,P2,FUTURE_GOAL,Progress,P2:Progress,ACTIVE,qa.tile.progress,personal.money.transfer.amount,personal.money.transfer.note,personal.money.transfer.submit,,Goal Contribution,MAESTRO-IOS-PERSONAL-FUTURE_BUILDING-0241 | Goal Contribution | 14587.95,JOINED_REVIEW,Future Transfer/Savings/Goal Contribution → Progress proxy until P2 money hub exists — REVIEW
