Sequence,Txn_ID,Mode,Family,Moment,Quick_Add,Semantic_Type,Txn_Date,Txn_Time,Timestamp,Amount,Currency,Expected_Signed_Amount,Paid_By,Participant_Count,Split_Method,Description,Device_Target,Run_Batch,Backend_Load_Band,Expected_Status,Idempotency_Key
1,MTR-IOS-0001,Personal,Personal,Life Operations,Groceries,Expense,2026-01-20,05:40:34,2026-01-20 05:40:34,14066.5,INR,-14066.5,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-0001 | Groceries | 14066.50,iPhone,B01,BASELINE_1_500,CREATED,idem-20260902-ios-0001
83,MTR-IOS-0083,Group,Shared Purchase,Gift Pool,Other,Expense,2026-08-14,00:28:05,2026-08-14 00:28:05,22439.56,INR,-22439.56,IOS Owner,3,SHARES,MAESTRO-IOS-GROUP-GIFT_POOL-0083 | Other | 22439.56,iPhone,B02,BASELINE_1_500,CREATED,idem-20260902-ios-0083
84,MTR-IOS-0084,Business,Business,Team Operations,Tools,Expense,2025-11-15,10:56:32,2025-11-15 10:56:32,28921.75,INR,-28921.75,IOS Owner,,,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-0084 | Tools | 28921.75,iPhone,B02,BASELINE_1_500,CREATED,idem-20260902-ios-0084
85,MTR-IOS-0085,Personal,Personal,Life Operations,Subscriptions,Expense,2025-12-01,14:32:19,2025-12-01 14:32:19,888.95,INR,-888.95,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-0085 | Subscriptions | 888.95,iPhone,B02,BASELINE_1_500,CREATED,idem-20260902-ios-0085
86,MTR-IOS-0086,Group,Shared Purchase,Purchase,Item,Expense,2026-05-02,20:36:35,2026-05-02 20:36:35,1987.64,INR,-1987.64,IOS Aarav,3,EQUAL,MAESTRO-IOS-GROUP-PURCHASE-0086 | Item | 1987.64,iPhone,B02,BASELINE_1_500,CREATED,idem-20260902-ios-0086
87,MTR-IOS-0087,Business,Business,Business Runway,Funding,Income,2025-09-24,16:51:55,2025-09-24 16:51:55,106112.85,INR,106112.85,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-0087 | Funding | 106112.85,iPhone,B02,BASELINE_1_500,CREATED,idem-20260902-ios-0087
88,MTR-IOS-0088,Personal,Personal,Life Operations,Repairs,Expense,2025-09-05,00:22:10,2025-09-05 00:22:10,508.87,INR,-508.87,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-0088 | Repairs | 508.87,iPhone,B02,BASELINE_1_500,CREATED,idem-20260902-ios-0088
89,MTR-IOS-0089,Group,Shared Purchase,Purchase,Shipping,Expense,2025-12-20,22:49:37,2025-12-20 22:49:37,8397.3,INR,-8397.3,IOS Meera,3,PERCENTAGE,MAESTRO-IOS-GROUP-PURCHASE-0089 | Shipping | 8397.30,iPhone,B02,BASELINE_1_500,CREATED,idem-20260902-ios-0089
90,MTR-IOS-0090,Business,Business,Business Runway,Revenue,Income,2026-07-03,11:47:13,2026-07-03 11:47:13,164732.5,INR,164732.5,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-0090 | Revenue | 164732.50,iPhone,B02,BASELINE_1_500,CREATED,idem-20260902-ios-0090
91,MTR-IOS-0091,Personal,Personal,Future Building,Savings,Transfer,2026-07-04,16:10:37,2026-07-04 16:10:37,1047.28,INR,0.0,IOS Owner,,,MAESTRO-IOS-PERSONAL-FUTURE_BUILDING-0091 | Savings | 1047.28,iPhone,B02,BASELINE_1_500,CREATED,idem-20260902-ios-0091
92,MTR-IOS-0092,Group,Shared Purchase,Purchase,Tax,Expense,2026-03-16,05:49:09,2026-03-16 05:49:09,22954.16,INR,-22954.16,IOS Owner,3,EXACT,MAESTRO-IOS-GROUP-PURCHASE-0092 | Tax | 22954.16,iPhone,B02,BASELINE_1_500,CREATED,idem-20260902-ios-0092
93,MTR-IOS-0093,Business,Business,Business Runway,Burn,Expense,2025-10-10,21:42:20,2025-10-10 21:42:20,87834.75,INR,-87834.75,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-0093 | Burn | 87834.75,iPhone,B02,BASELINE_1_500,CREATED,idem-20260902-ios-0093
94,MTR-IOS-0094,Personal,Personal,Future Building,Emergency Fund,Transfer,2025-12-01,12:21:14,2025-12-01 12:21:14,16467.85,INR,0.0,IOS Owner,,,MAESTRO-IOS-PERSONAL-FUTURE_BUILDING-0094 | Emergency Fund | 16467.85,iPhone,B02,BASELINE_1_500,CREATED,idem-20260902-ios-0094
95,MTR-IOS-0095,Group,Shared Purchase,Purchase,Other,Expense,2025-11-24,13:07:06,2025-11-24 13:07:06,25633.17,INR,-25633.17,IOS Aarav,3,SHARES,MAESTRO-IOS-GROUP-PURCHASE-0095 | Other | 25633.17,iPhone,B02,BASELINE_1_500,CREATED,idem-20260902-ios-0095
96,MTR-IOS-0096,Business,Business,Business Runway,Reserve,Transfer,2025-11-08,09:55:51,2025-11-08 09:55:51,91780.94,INR,0.0,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-0096 | Reserve | 91780.94,iPhone,B02,BASELINE_1_500,CREATED,idem-20260902-ios-0096
97,MTR-IOS-0097,Personal,Personal,Future Building,Investments,Investment,2026-05-23,03:52:14,2026-05-23 03:52:14,14426.24,INR,0.0,IOS Owner,,,MAESTRO-IOS-PERSONAL-FUTURE_BUILDING-0097 | Investments | 14426.24,iPhone,B02,BASELINE_1_500,CREATED,idem-20260902-ios-0097
98,MTR-IOS-0098,Group,Shared Purchase,Assets,Purchase,Expense,2026-05-21,23:59:52,2026-05-21 23:59:52,20917.42,INR,-20917.42,IOS Meera,3,EQUAL,MAESTRO-IOS-GROUP-ASSETS-0098 | Purchase | 20917.42,iPhone,B02,BASELINE_1_500,CREATED,idem-20260902-ios-0098
99,MTR-IOS-0099,Business,Business,Business Runway,Loan,Income,2026-04-02,19:00:33,2026-04-02 19:00:33,9873.35,INR,9873.35,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-0099 | Loan | 9873.35,iPhone,B02,BASELINE_1_500,CREATED,idem-20260902-ios-0099
100,MTR-IOS-0100,Personal,Personal,Future Building,Education,Expense,2026-05-04,08:08:42,2026-05-04 08:08:42,16161.79,INR,-16161.79,IOS Owner,,,MAESTRO-IOS-PERSONAL-FUTURE_BUILDING-0100 | Education | 16161.79,iPhone,B02,BASELINE_1_500,CREATED,idem-20260902-ios-0100
101,MTR-IOS-0101,Group,Shared Purchase,Assets,Maintenance,Expense,2026-01-12,02:50:52,2026-01-12 02:50:52,21681.29,INR,-21681.29,IOS Owner,3,PERCENTAGE,MAESTRO-IOS-GROUP-ASSETS-0101 | Maintenance | 21681.29,iPhone,B03,BASELINE_1_500,CREATED,idem-20260902-ios-0101
102,MTR-IOS-0102,Business,Business,Business Runway,Investment,Income,2026-04-30,09:31:22,2026-04-30 09:31:22,148459.45,INR,148459.45,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-0102 | Investment | 148459.45,iPhone,B03,BASELINE_1_500,CREATED,idem-20260902-ios-0102
103,MTR-IOS-0103,Personal,Personal,Future Building,Goal Contribution,Transfer,2025-11-25,22:58:49,2025-11-25 22:58:49,13732.74,INR,0.0,IOS Owner,,,MAESTRO-IOS-PERSONAL-FUTURE_BUILDING-0103 | Goal Contribution | 13732.74,iPhone,B03,BASELINE_1_500,CREATED,idem-20260902-ios-0103
104,MTR-IOS-0104,Group,Shared Purchase,Assets,Repair,Expense,2026-04-05,02:18:13,2026-04-05 02:18:13,23860.34,INR,-23860.34,IOS Aarav,3,EXACT,MAESTRO-IOS-GROUP-ASSETS-0104 | Repair | 23860.34,iPhone,B03,BASELINE_1_500,CREATED,idem-20260902-ios-0104
105,MTR-IOS-0105,Business,Business,Business Operations,Software,Expense,2025-12-17,05:13:42,2025-12-17 05:13:42,109716.24,INR,-109716.24,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-0105 | Software | 109716.24,iPhone,B03,BASELINE_1_500,CREATED,idem-20260902-ios-0105
106,MTR-IOS-0106,Personal,Personal,Lifestyle,Dining,Expense,2026-08-20,03:30:15,2026-08-20 03:30:15,3093.0,INR,-3093.0,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFESTYLE-0106 | Dining | 3093.00,iPhone,B03,BASELINE_1_500,CREATED,idem-20260902-ios-0106
107,MTR-IOS-0107,Group,Shared Purchase,Assets,Insurance,Expense,2026-07-06,00:37:40,2026-07-06 00:37:40,16865.3,INR,-16865.3,IOS Meera,3,SHARES,MAESTRO-IOS-GROUP-ASSETS-0107 | Insurance | 16865.30,iPhone,B03,BASELINE_1_500,CREATED,idem-20260902-ios-0107
108,MTR-IOS-0108,Business,Business,Business Operations,Rent,Expense,2025-11-08,14:53:34,2025-11-08 14:53:34,105825.15,INR,-105825.15,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-0108 | Rent | 105825.15,iPhone,B03,BASELINE_1_500,CREATED,idem-20260902-ios-0108
109,MTR-IOS-0109,Personal,Personal,Lifestyle,Shopping,Expense,2026-02-09,19:24:12,2026-02-09 19:24:12,16207.58,INR,-16207.58,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFESTYLE-0109 | Shopping | 16207.58,iPhone,B03,BASELINE_1_500,CREATED,idem-20260902-ios-0109
110,MTR-IOS-0110,Group,Shared Purchase,Assets,Other,Expense,2026-05-15,04:06:46,2026-05-15 04:06:46,2670.61,INR,-2670.61,IOS Owner,3,EQUAL,MAESTRO-IOS-GROUP-ASSETS-0110 | Other | 2670.61,iPhone,B03,BASELINE_1_500,CREATED,idem-20260902-ios-0110
111,MTR-IOS-0111,Business,Business,Business Operations,Marketing,Expense,2026-08-19,05:56:24,2026-08-19 05:56:24,100.0,INR,-100.0,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-0111 | Marketing | 100.00,iPhone,B03,BASELINE_1_500,CREATED,idem-20260902-ios-0111
112,MTR-IOS-0112,Personal,Personal,Lifestyle,Entertainment,Expense,2026-03-30,18:54:18,2026-03-30 18:54:18,14904.21,INR,-14904.21,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFESTYLE-0112 | Entertainment | 14904.21,iPhone,B03,BASELINE_1_500,CREATED,idem-20260902-ios-0112
113,MTR-IOS-0113,Group,Shared Purchase,Custom Purchase,Custom Expense,Expense,2026-03-21,10:49:03,2026-03-21 10:49:03,12012.0,INR,-12012.0,IOS Aarav,3,PERCENTAGE,MAESTRO-IOS-GROUP-CUSTOM_PURCHASE-0113 | Custom Expense | 12012.00,iPhone,B03,BASELINE_1_500,CREATED,idem-20260902-ios-0113
114,MTR-IOS-0114,Business,Business,Business Operations,Legal,Expense,2026-02-05,15:50:08,2026-02-05 15:50:08,97844.99,INR,-97844.99,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-0114 | Legal | 97844.99,iPhone,B03,BASELINE_1_500,CREATED,idem-20260902-ios-0114
115,MTR-IOS-0115,Personal,Personal,Lifestyle,Travel,Expense,2026-03-21,10:05:43,2026-03-21 10:05:43,110.04,INR,-110.04,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFESTYLE-0115 | Travel | 110.04,iPhone,B03,BASELINE_1_500,CREATED,idem-20260902-ios-0115
116,MTR-IOS-0116,Group,Shared Purchase,Custom Purchase,Custom Contribution,Contribution,2026-08-16,09:00:14,2026-08-16 09:00:14,23361.36,INR,23361.36,IOS Meera,3,EXACT,MAESTRO-IOS-GROUP-CUSTOM_PURCHASE-0116 | Custom Contribution | 23361.36,iPhone,B03,BASELINE_1_500,CREATED,idem-20260902-ios-0116
117,MTR-IOS-0117,Business,Business,Business Operations,Accounting,Expense,2025-10-14,01:19:58,2025-10-14 01:19:58,12783.36,INR,-12783.36,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-0117 | Accounting | 12783.36,iPhone,B03,BASELINE_1_500,CREATED,idem-20260902-ios-0117
118,MTR-IOS-0118,Personal,Personal,Lifestyle,Fitness,Expense,2025-11-05,07:44:01,2025-11-05 07:44:01,9923.61,INR,-9923.61,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFESTYLE-0118 | Fitness | 9923.61,iPhone,B03,BASELINE_1_500,CREATED,idem-20260902-ios-0118
119,MTR-IOS-0119,Group,Shared Living,Flatmates,Rent,Expense,2026-04-19,22:02:39,2026-04-19 22:02:39,15229.04,INR,-15229.04,IOS Owner,3,SHARES,MAESTRO-IOS-GROUP-FLATMATES-0119 | Rent | 15229.04,iPhone,B03,BASELINE_1_500,CREATED,idem-20260902-ios-0119
120,MTR-IOS-0120,Business,Business,Business Operations,Equipment,Expense,2026-01-20,07:28:00,2026-01-20 07:28:00,100774.25,INR,-100774.25,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-0120 | Equipment | 100774.25,iPhone,B03,BASELINE_1_500,CREATED,idem-20260902-ios-0120
121,MTR-IOS-0121,Personal,Personal,Lifestyle,Hobbies,Expense,2026-06-19,13:05:33,2026-06-19 13:05:33,7452.91,INR,-7452.91,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFESTYLE-0121 | Hobbies | 7452.91,iPhone,B03,BASELINE_1_500,CREATED,idem-20260902-ios-0121
122,MTR-IOS-0122,Group,Shared Living,Flatmates,Utilities,Expense,2025-09-27,23:26:38,2025-09-27 23:26:38,4951.63,INR,-4951.63,IOS Aarav,3,EQUAL,MAESTRO-IOS-GROUP-FLATMATES-0122 | Utilities | 4951.63,iPhone,B03,BASELINE_1_500,CREATED,idem-20260902-ios-0122
123,MTR-IOS-0123,Business,Business,Business Operations,Vendor,Expense,2026-02-14,02:41:08,2026-02-14 02:41:08,95373.75,INR,-95373.75,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-0123 | Vendor | 95373.75,iPhone,B03,BASELINE_1_500,CREATED,idem-20260902-ios-0123
124,MTR-IOS-0124,Personal,Personal,Relationships,Gifts,Expense,2026-08-11,21:41:10,2026-08-11 21:41:10,16450.12,INR,-16450.12,IOS Owner,,,MAESTRO-IOS-PERSONAL-RELATIONSHIPS-0124 | Gifts | 16450.12,iPhone,B03,BASELINE_1_500,CREATED,idem-20260902-ios-0124
125,MTR-IOS-0125,Group,Shared Living,Flatmates,Groceries,Expense,2026-05-19,07:22:52,2026-05-19 07:22:52,6259.59,INR,-6259.59,IOS Meera,3,PERCENTAGE,MAESTRO-IOS-GROUP-FLATMATES-0125 | Groceries | 6259.59,iPhone,B03,BASELINE_1_500,CREATED,idem-20260902-ios-0125
126,MTR-IOS-0126,Business,Business,Business Operations,Tax,Expense,2025-11-20,19:24:30,2025-11-20 19:24:30,147664.79,INR,-147664.79,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-0126 | Tax | 147664.79,iPhone,B03,BASELINE_1_500,CREATED,idem-20260902-ios-0126
127,MTR-IOS-0127,Personal,Personal,Relationships,Dates,Expense,2026-05-08,18:25:17,2026-05-08 18:25:17,5226.1,INR,-5226.1,IOS Owner,,,MAESTRO-IOS-PERSONAL-RELATIONSHIPS-0127 | Dates | 5226.10,iPhone,B03,BASELINE_1_500,CREATED,idem-20260902-ios-0127
128,MTR-IOS-0128,Group,Shared Living,Flatmates,Internet,Expense,2025-10-31,20:13:10,2025-10-31 20:13:10,21504.53,INR,-21504.53,IOS Owner,3,EXACT,MAESTRO-IOS-GROUP-FLATMATES-0128 | Internet | 21504.53,iPhone,B03,BASELINE_1_500,CREATED,idem-20260902-ios-0128
129,MTR-IOS-0129,Business,Business,Team Operations,Payroll,Expense,2026-04-18,03:03:17,2026-04-18 03:03:17,145801.42,INR,-145801.42,IOS Owner,,,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-0129 | Payroll | 145801.42,iPhone,B03,BASELINE_1_500,CREATED,idem-20260902-ios-0129
130,MTR-IOS-0130,Personal,Personal,Relationships,Family,Expense,2026-02-10,10:06:13,2026-02-10 10:06:13,3511.53,INR,-3511.53,IOS Owner,,,MAESTRO-IOS-PERSONAL-RELATIONSHIPS-0130 | Family | 3511.53,iPhone,B03,BASELINE_1_500,CREATED,idem-20260902-ios-0130
131,MTR-IOS-0131,Group,Shared Living,Flatmates,House Supplies,Expense,2026-04-10,06:35:07,2026-04-10 06:35:07,20374.27,INR,-20374.27,IOS Aarav,3,SHARES,MAESTRO-IOS-GROUP-FLATMATES-0131 | House Supplies | 20374.27,iPhone,B03,BASELINE_1_500,CREATED,idem-20260902-ios-0131
132,MTR-IOS-0132,Business,Business,Team Operations,Contractor,Expense,2025-10-18,07:54:57,2025-10-18 07:54:57,50810.92,INR,-50810.92,IOS Owner,,,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-0132 | Contractor | 50810.92,iPhone,B03,BASELINE_1_500,CREATED,idem-20260902-ios-0132
133,MTR-IOS-0133,Personal,Personal,Relationships,Friends,Expense,2025-10-29,06:49:05,2025-10-29 06:49:05,5211.63,INR,-5211.63,IOS Owner,,,MAESTRO-IOS-PERSONAL-RELATIONSHIPS-0133 | Friends | 5211.63,iPhone,B03,BASELINE_1_500,CREATED,idem-20260902-ios-0133
134,MTR-IOS-0134,Group,Shared Living,Flatmates,Repairs,Expense,2026-04-03,09:03:48,2026-04-03 09:03:48,5377.39,INR,-5377.39,IOS Meera,3,EQUAL,MAESTRO-IOS-GROUP-FLATMATES-0134 | Repairs | 5377.39,iPhone,B03,BASELINE_1_500,CREATED,idem-20260902-ios-0134
135,MTR-IOS-0135,Business,Business,Team Operations,Hiring,Expense,2025-10-11,10:22:36,2025-10-11 10:22:36,23755.77,INR,-23755.77,IOS Owner,,,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-0135 | Hiring | 23755.77,iPhone,B03,BASELINE_1_500,CREATED,idem-20260902-ios-0135
136,MTR-IOS-0136,Personal,Personal,Relationships,Celebrations,Expense,2025-11-21,00:05:45,2025-11-21 00:05:45,5772.26,INR,-5772.26,IOS Owner,,,MAESTRO-IOS-PERSONAL-RELATIONSHIPS-0136 | Celebrations | 5772.26,iPhone,B03,BASELINE_1_500,CREATED,idem-20260902-ios-0136
137,MTR-IOS-0137,Group,Shared Living,Shared Living,Rent,Expense,2025-10-24,19:24:14,2025-10-24 19:24:14,14722.69,INR,-14722.69,IOS Owner,3,PERCENTAGE,MAESTRO-IOS-GROUP-SHARED_LIVING-0137 | Rent | 14722.69,iPhone,B03,BASELINE_1_500,CREATED,idem-20260902-ios-0137
138,MTR-IOS-0138,Business,Business,Team Operations,Team Meal,Expense,2026-05-04,03:14:44,2026-05-04 03:14:44,111815.52,INR,-111815.52,IOS Owner,,,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-0138 | Team Meal | 111815.52,iPhone,B03,BASELINE_1_500,CREATED,idem-20260902-ios-0138
139,MTR-IOS-0139,Personal,Personal,Life Operations,Groceries,Expense,2026-07-11,20:19:16,2026-07-11 20:19:16,10801.91,INR,-10801.91,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-0139 | Groceries | 10801.91,iPhone,B03,BASELINE_1_500,CREATED,idem-20260902-ios-0139
140,MTR-IOS-0140,Group,Shared Living,Shared Living,Utilities,Expense,2026-04-08,07:51:26,2026-04-08 07:51:26,17152.95,INR,-17152.95,IOS Aarav,3,EXACT,MAESTRO-IOS-GROUP-SHARED_LIVING-0140 | Utilities | 17152.95,iPhone,B03,BASELINE_1_500,CREATED,idem-20260902-ios-0140
141,MTR-IOS-0141,Business,Business,Team Operations,Travel,Expense,2026-06-22,13:27:09,2026-06-22 13:27:09,65923.33,INR,-65923.33,IOS Owner,,,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-0141 | Travel | 65923.33,iPhone,B03,BASELINE_1_500,CREATED,idem-20260902-ios-0141
142,MTR-IOS-0142,Personal,Personal,Life Operations,Rent,Expense,2025-12-18,09:37:01,2025-12-18 09:37:01,12878.9,INR,-12878.9,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-0142 | Rent | 12878.90,iPhone,B03,BASELINE_1_500,CREATED,idem-20260902-ios-0142
143,MTR-IOS-0143,Group,Shared Living,Shared Living,Groceries,Expense,2026-08-17,10:35:35,2026-08-17 10:35:35,23736.03,INR,-23736.03,IOS Meera,3,SHARES,MAESTRO-IOS-GROUP-SHARED_LIVING-0143 | Groceries | 23736.03,iPhone,B03,BASELINE_1_500,CREATED,idem-20260902-ios-0143
144,MTR-IOS-0144,Business,Business,Team Operations,Training,Expense,2026-03-20,10:38:17,2026-03-20 10:38:17,146788.26,INR,-146788.26,IOS Owner,,,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-0144 | Training | 146788.26,iPhone,B03,BASELINE_1_500,CREATED,idem-20260902-ios-0144
145,MTR-IOS-0145,Personal,Personal,Life Operations,Bills,Expense,2026-04-22,12:56:10,2026-04-22 12:56:10,7474.05,INR,-7474.05,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-0145 | Bills | 7474.05,iPhone,B03,BASELINE_1_500,CREATED,idem-20260902-ios-0145
146,MTR-IOS-0146,Group,Shared Living,Shared Living,Maintenance,Expense,2026-02-18,06:02:21,2026-02-18 06:02:21,10279.0,INR,-10279.0,IOS Owner,3,EQUAL,MAESTRO-IOS-GROUP-SHARED_LIVING-0146 | Maintenance | 10279.00,iPhone,B03,BASELINE_1_500,CREATED,idem-20260902-ios-0146
147,MTR-IOS-0147,Business,Business,Team Operations,Tools,Expense,2026-08-03,09:31:33,2026-08-03 09:31:33,93638.52,INR,-93638.52,IOS Owner,,,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-0147 | Tools | 93638.52,iPhone,B03,BASELINE_1_500,CREATED,idem-20260902-ios-0147
148,MTR-IOS-0148,Personal,Personal,Life Operations,Transport,Expense,2026-06-16,21:29:16,2026-06-16 21:29:16,999.99,INR,-999.99,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-0148 | Transport | 999.99,iPhone,B03,BASELINE_1_500,CREATED,idem-20260902-ios-0148
149,MTR-IOS-0149,Group,Shared Living,Shared Living,Other,Expense,2026-06-08,12:56:42,2026-06-08 12:56:42,16826.75,INR,-16826.75,IOS Aarav,3,PERCENTAGE,MAESTRO-IOS-GROUP-SHARED_LIVING-0149 | Other | 16826.75,iPhone,B03,BASELINE_1_500,CREATED,idem-20260902-ios-0149
150,MTR-IOS-0150,Business,Business,Business Runway,Funding,Income,2026-06-19,21:57:29,2026-06-19 21:57:29,46466.32,INR,46466.32,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-0150 | Funding | 46466.32,iPhone,B03,BASELINE_1_500,CREATED,idem-20260902-ios-0150
151,MTR-IOS-0151,Personal,Personal,Life Operations,Healthcare,Expense,2026-08-02,23:17:00,2026-08-02 23:17:00,10274.72,INR,-10274.72,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-0151 | Healthcare | 10274.72,iPhone,B04,BASELINE_1_500,CREATED,idem-20260902-ios-0151
152,MTR-IOS-0152,Group,Shared Living,Family Household,Rent,Expense,2026-03-23,03:56:37,2026-03-23 03:56:37,15708.48,INR,-15708.48,IOS Meera,3,EXACT,MAESTRO-IOS-GROUP-FAMILY_HOUSEHOLD-0152 | Rent | 15708.48,iPhone,B04,BASELINE_1_500,CREATED,idem-20260902-ios-0152
153,MTR-IOS-0153,Business,Business,Business Runway,Revenue,Income,2026-02-26,01:09:11,2026-02-26 01:09:11,62765.08,INR,62765.08,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-0153 | Revenue | 62765.08,iPhone,B04,BASELINE_1_500,CREATED,idem-20260902-ios-0153
154,MTR-IOS-0154,Personal,Personal,Life Operations,Subscriptions,Expense,2026-02-22,22:20:44,2026-02-22 22:20:44,6690.3,INR,-6690.3,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-0154 | Subscriptions | 6690.30,iPhone,B04,BASELINE_1_500,CREATED,idem-20260902-ios-0154
155,MTR-IOS-0155,Group,Shared Living,Family Household,Groceries,Expense,2026-03-31,06:33:10,2026-03-31 06:33:10,12976.19,INR,-12976.19,IOS Owner,3,SHARES,MAESTRO-IOS-GROUP-FAMILY_HOUSEHOLD-0155 | Groceries | 12976.19,iPhone,B04,BASELINE_1_500,CREATED,idem-20260902-ios-0155
156,MTR-IOS-0156,Business,Business,Business Runway,Burn,Expense,2025-10-05,16:19:49,2025-10-05 16:19:49,93486.41,INR,-93486.41,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-0156 | Burn | 93486.41,iPhone,B04,BASELINE_1_500,CREATED,idem-20260902-ios-0156
157,MTR-IOS-0157,Personal,Personal,Life Operations,Repairs,Expense,2025-09-29,08:06:46,2025-09-29 08:06:46,10719.83,INR,-10719.83,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-0157 | Repairs | 10719.83,iPhone,B04,BASELINE_1_500,CREATED,idem-20260902-ios-0157
158,MTR-IOS-0158,Group,Shared Living,Family Household,Transport,Expense,2026-05-09,16:37:46,2026-05-09 16:37:46,26260.83,INR,-26260.83,IOS Aarav,3,EQUAL,MAESTRO-IOS-GROUP-FAMILY_HOUSEHOLD-0158 | Transport | 26260.83,iPhone,B04,BASELINE_1_500,CREATED,idem-20260902-ios-0158
159,MTR-IOS-0159,Business,Business,Business Runway,Reserve,Transfer,2025-12-15,13:33:47,2025-12-15 13:33:47,58015.12,INR,0.0,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-0159 | Reserve | 58015.12,iPhone,B04,BASELINE_1_500,CREATED,idem-20260902-ios-0159
160,MTR-IOS-0160,Personal,Personal,Future Building,Savings,Transfer,2026-02-28,19:33:12,2026-02-28 19:33:12,10202.14,INR,0.0,IOS Owner,,,MAESTRO-IOS-PERSONAL-FUTURE_BUILDING-0160 | Savings | 10202.14,iPhone,B04,BASELINE_1_500,CREATED,idem-20260902-ios-0160
161,MTR-IOS-0161,Group,Shared Living,Family Household,Bills,Expense,2026-02-05,08:20:49,2026-02-05 08:20:49,15494.7,INR,-15494.7,IOS Meera,3,PERCENTAGE,MAESTRO-IOS-GROUP-FAMILY_HOUSEHOLD-0161 | Bills | 15494.70,iPhone,B04,BASELINE_1_500,CREATED,idem-20260902-ios-0161
162,MTR-IOS-0162,Business,Business,Business Runway,Loan,Income,2025-10-02,06:40:18,2025-10-02 06:40:18,101981.99,INR,101981.99,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-0162 | Loan | 101981.99,iPhone,B04,BASELINE_1_500,CREATED,idem-20260902-ios-0162
163,MTR-IOS-0163,Personal,Personal,Future Building,Emergency Fund,Transfer,2025-12-15,23:31:21,2025-12-15 23:31:21,4396.48,INR,0.0,IOS Owner,,,MAESTRO-IOS-PERSONAL-FUTURE_BUILDING-0163 | Emergency Fund | 4396.48,iPhone,B04,BASELINE_1_500,CREATED,idem-20260902-ios-0163
164,MTR-IOS-0164,Group,Shared Living,Family Household,Utilities,Expense,2026-03-26,11:10:10,2026-03-26 11:10:10,7216.51,INR,-7216.51,IOS Owner,3,EXACT,MAESTRO-IOS-GROUP-FAMILY_HOUSEHOLD-0164 | Utilities | 7216.51,iPhone,B04,BASELINE_1_500,CREATED,idem-20260902-ios-0164
